gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,LDT_NAS_score,LDT_NAS_best_res,SuFEx_CTR_score,SuFEx_CTR_best_res,Traditional_Acrylamide_score,Traditional_Acrylamide_best_res,best_strategy
ICAM3,131,0.3025039942217187,0.3781512601864275,0.0013284833148821,0.5028164838422768,0.00848,6,3,LYS,P32942,4.039,0.995,-0.0558054541686475,Non-essential,87.1,13.2,10.2,0.3601891828545394,92,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC6A14,172,0.2923330638254246,0.5798319322858556,0.0353692867309821,0.165965016305959,0.002799,20,12,LYS,Q9UN76,-2.114,0.368,0.0880369915465942,Non-essential,89.5,8.1,6.2,0.3601747520592847,93,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
MFSD11,137,0.3010041943250917,0.2857142854741897,0.1265158943539459,0.4958790394307737,0.008363,18,14,LYS,O43934,4.037,1.0,-0.1548111950105668,Non-essential,87.7,10.5,4.7,0.3600987333621463,94,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
IGF2R,76,0.3206925046951804,0.302521008149142,0.2657915546417839,0.3998221168099614,0.006743,115,37,LYS,P11717,4.584,1.0,0.0966877480278787,Non-essential,73.1,27.5,9.7,0.359785770715136,95,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR52R1,99,0.3136821511082014,0.2605042014617612,0.0692139807053613,0.6290542543729617,0.010609,13,9,LYS,Q8NGF1,-9.966,0.0,,No data,85.3,6.0,3.5,0.3597435292811971,96,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ANO1,86,0.3177117768728038,0.3193277308240944,0.2038589277241815,0.4294100207530388,0.007242,54,23,LYS,Q5XXA6,3.448,0.889,-0.0725232594784543,Non-essential,76.6,25.8,14.6,0.3592819429077381,97,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMEM37,136,0.3012107277290616,0.3613445375114751,0.0151573620117033,0.5070856804032019,0.008552,6,3,LYS,Q8WXS4,2.825,0.94,0.0999074653500664,Non-essential,87.4,13.2,7.4,0.3588313487327426,98,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
IL2RG,54,0.3286775443556077,0.453781512223713,0.0042764510517159,0.4862733471686925,0.008201,10,4,LYS,P31785,3.899,0.958,0.0716864206472045,Non-essential,75.5,38.8,23.8,0.3576609788334017,99,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PAM,53,0.3300031241146537,0.2352941174493327,0.2441562549422742,0.5421286688407945,0.009143,24,29,LYS,P19021,6.236,1.0,0.0342517313618314,Non-essential,71.7,36.7,31.7,0.3572241720530336,100,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
MEP1A,126,0.3038367662368282,0.302521008149142,0.1421287363593231,0.4672991402312481,0.007881,27,16,LYS,Q16819,-5.012,0.092,0.0523209413906479,Non-essential,84.5,16.2,12.1,0.3570393219998425,101,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NOX4,154,0.2965791379859994,0.352941176173999,0.1545342400759133,0.3634746516454195,0.00613,35,22,LYS,Q9NPH5,1.293,0.742,-0.00758756394072,Non-essential,87.0,11.1,7.8,0.3569316345912329,102,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CHRNA5,125,0.3042193594060108,0.403361344198856,0.0216985608097422,0.4545508449451526,0.007666,26,3,LYS,P30532,1.158,0.675,-0.0580296617036663,Non-essential,81.2,18.4,13.2,0.3568388219083233,103,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMEM63C,75,0.3210681956515177,0.3109243694866181,0.1339300964731931,0.5217313963830418,0.008799,44,14,LYS,Q9P1W3,-0.134,0.485,0.0103915688091007,Non-essential,74.3,31.9,18.6,0.355838902534375,104,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLCO6A1,88,0.317000595636971,0.2605042014617612,0.1542748695239601,0.5550548473169284,0.009361,39,25,LYS,Q86UG4,-9.966,0.023,0.032372454683551,Non-essential,76.7,28.4,20.9,0.3551088997218385,105,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLAMF7,97,0.3139565005263027,0.5126050415860463,0.0061553060256207,0.3568929736139934,0.006019,6,2,LYS,Q9NQ25,1.832,0.76,-0.0102307540814108,Non-essential,78.2,30.4,17.3,0.3547738344650197,106,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
DUOX1,150,0.2978109738810089,0.2689075627992374,0.1705962359639411,0.4635635932404388,0.007818,76,21,LYS,Q9NRD9,1.368,0.725,-0.0249761163823576,Non-essential,85.6,13.3,7.9,0.3543576042808281,107,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CD2,73,0.3227709745227219,0.4873949575736176,0.001910485529021,0.424132819448562,0.007153,8,4,LYS,P06729,2.404,0.84,0.0209231095935414,Non-essential,77.7,37.9,17.9,0.3541990613951619,108,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTGFRN,152,0.2973850112898037,0.3697478988489514,0.0280816068321999,0.4702045656685442,0.00793,22,7,LYS,Q9P2B2,5.035,0.997,-0.0437530247844814,Non-essential,84.1,15.0,3.4,0.353983307722319,109,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CCR1,149,0.298608942442827,0.3865546215239037,0.0203068163846275,0.4596501630595908,0.007752,18,6,LYS,P32246,1.656,0.822,0.0611141953520057,Non-essential,83.2,16.9,11.8,0.3533833623944208,110,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTPRC,102,0.3129809070396545,0.3277310921615705,0.1573177289261426,0.4489771716572783,0.007572,45,24,LYS,P08575,2.734,0.906,-0.1094829791827375,Non-essential,76.0,28.0,24.9,0.3532796074024049,111,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ABCA2,72,0.32301188529931,0.2436974787868088,0.3093215245927566,0.4424547880225318,0.007462,125,45,LYS,Q9BZC7,4.526,0.999,0.0098276950230525,Non-essential,70.8,35.2,16.3,0.3530381957292051,112,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC6A11,159,0.2957224621948606,0.3277310921615705,0.0994338130634192,0.4493329380373554,0.007578,20,18,LYS,P48066,-3.171,0.321,0.045910703832038,Non-essential,86.6,13.9,11.4,0.3529975700317433,113,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CLDN7,156,0.2963472804534642,0.6554621843231411,0.0045358216036691,0.1093388674770234,0.001844,5,4,LYS,O95471,6.468,0.93,-0.1334736815878591,Non-essential,82.6,19.9,10.9,0.3529804367832725,114,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
P2RY13,127,0.3037081687559489,0.3361344534990467,0.0829479677368337,0.4812333234509338,0.008116,15,23,LYS,Q9BPV8,0.19,0.545,0.0649774786639681,Non-essential,83.1,20.9,11.6,0.3527923815216082,115,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TECTA,118,0.3065414074234098,0.252100840124285,0.1350624703463545,0.550607767565965,0.009286,112,16,LYS,O75443,-2.548,0.058,0.1382054441176909,Non-essential,77.4,21.9,8.7,0.3527528535215796,116,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADAM8,89,0.3163105393886067,0.3277310921615705,0.1448173335442037,0.4725763415357248,0.00797,45,28,LYS,P78325,2.446,0.927,0.1774288891962998,Non-essential,73.7,32.3,23.7,0.3517543010265318,117,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMPRSS13,79,0.3191429386932858,0.4705882348986654,0.0267531235173177,0.4096056922620812,0.006908,22,6,LYS,Q9BYE2,0.888,0.573,-0.037527816455507,Non-essential,73.6,37.2,30.7,0.3515955861593826,118,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ROS1,94,0.3156295109438388,0.2605042014617612,0.2421445516368812,0.4626148828935665,0.007802,94,45,LYS,P08922,-6.506,0.127,0.1070548439228934,Non-essential,72.2,31.2,14.4,0.3511663291442284,119,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC12A5,139,0.3006552934403873,0.4201680668738084,0.0561315831092835,0.3858286391935961,0.006507,61,9,LYS,Q9H2X9,1.872,0.855,0.0147494704648359,Non-essential,78.5,21.9,16.5,0.3506488789815528,120,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CD5,83,0.3182823008381841,0.3697478988489514,0.0142527281353787,0.5536910761932997,0.009338,15,3,LYS,P06127,0.264,0.552,-0.171085619747456,Non-essential,73.4,35.8,23.2,0.3505977156793026,121,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NPC1,187,0.2888883150912125,0.252100840124285,0.27378775897517,0.353038837829825,0.005954,52,37,LYS,O15118,4.525,1.0,-0.0436259575767193,Non-essential,85.1,9.5,3.5,0.3504419432447485,122,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC9A2,58,0.3273507516859484,0.3613445375114751,0.1492519373715009,0.4601245182330269,0.00776,39,13,LYS,Q9UBY0,-1.43,0.338,-0.0038213780539391,Non-essential,66.2,44.1,32.6,0.3497147020301482,123,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LAMP2,162,0.2948064636339006,0.3613445375114751,0.022508303020718,0.4783871924103172,0.008068,8,10,LYS,P13473,6.508,1.0,0.2209144320549739,Non-essential,83.2,17.1,12.0,0.3495944619867751,124,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC2A2,177,0.2911543538003245,0.2605042014617612,0.1571216194844219,0.4660539579009783,0.00786,19,14,LYS,P11168,-9.966,0.128,0.0015147909270762,Non-essential,86.6,12.4,9.2,0.3495703648579665,125,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC16A1,153,0.2968918123531855,0.352941176173999,0.1374916969792819,0.3815594426326711,0.006435,8,12,LYS,P53985,4.134,0.977,-0.1959170271807759,Non-essential,83.1,19.6,16.2,0.3486921965638879,126,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADAM28,117,0.3075287183398086,0.3277310921615705,0.1653518899256682,0.4227690483249333,0.00713,30,29,LYS,Q9UKQ2,1.975,0.833,0.1182256883302997,Non-essential,75.6,28.5,19.4,0.3482361168192001,127,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PROKR2,129,0.303286681113834,0.2605042014617612,0.1750308397912383,0.4885858286391936,0.00824,18,23,LYS,Q8NFJ6,-9.966,0.011,-0.0539138036627119,Non-essential,78.3,24.0,18.5,0.3480806376192244,128,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTPRK,178,0.2910465085569165,0.3361344534990467,0.0875850071168749,0.434390750074118,0.007326,60,14,LYS,Q15262,4.092,0.989,0.1201608271651917,Non-essential,82.3,15.1,10.8,0.3480409980224146,129,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
UGT8,225,0.2823278914543497,0.4117647055363322,0.1192598450102799,0.2728135191224429,0.004601,22,17,LYS,Q16880,0.919,0.577,0.0207467216710361,Non-essential,89.8,9.4,5.0,0.347735987970897,130,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC12A8,77,0.319434528428929,0.4873949575736176,0.0372165111497706,0.3777053068485028,0.00637,35,10,LYS,A0AV02,3.007,0.907,-0.058899170716189,Non-essential,69.1,41.6,28.2,0.3477186896503345,131,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ITGB8,130,0.3027945206854736,0.352941176173999,0.0585608097422109,0.4801660243107025,0.008098,25,12,LYS,P26012,2.454,0.813,0.008708991721945,Non-essential,76.7,25.9,18.3,0.347311120174128,132,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR13J1,167,0.2936751800076789,0.2605042014617612,0.0823343349675786,0.5492439964423361,0.009263,17,17,LYS,Q8NGT2,-5.574,0.001,-0.0286693023466513,Non-essential,82.4,17.0,2.9,0.3470710533640951,133,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SEZ6L2,122,0.3058381985383353,0.5882352936233318,0.0817523327534398,0.1533946042099021,0.002587,27,8,LYS,Q6UXD5,4.42,0.939,0.0118847830825789,Non-essential,71.9,33.0,24.5,0.3466690870090016,134,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
RHBDL2,195,0.2876364197175672,0.3865546215239037,0.0424924877431599,0.4008894159501927,0.006761,15,9,LYS,Q9NX52,1.164,0.718,0.0317708025950013,Non-essential,85.8,14.9,0.0,0.3462395934567044,135,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OLR1,218,0.2835743500160725,0.50420168024857,0.0044346038272971,0.2685443225615179,0.004529,9,4,LYS,P78380,1.816,0.751,0.0571854068016431,Non-essential,87.4,13.6,11.7,0.3461153196842033,136,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ANO9,188,0.2886870789130163,0.4201680668738084,0.1143697611893088,0.2876964126890008,0.004852,41,9,LYS,A1A5B4,2.772,0.821,0.0760115501148591,Non-essential,80.2,16.6,9.3,0.3459753668754103,137,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GJB6,171,0.2925069799081204,0.302521008149142,0.1086319784912225,0.4630299436703231,0.007809,7,15,LYS,O95452,-2.114,0.35,-0.0861271549969259,Non-essential,82.2,18.0,9.6,0.3457978333925861,138,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SCARB2,276,0.2764660273408608,0.3109243694866181,0.1343223153566345,0.3726652831307441,0.006285,14,18,LYS,Q14108,6.02,1.0,-0.0377594491415317,Non-essential,92.7,5.0,1.7,0.345570428942161,139,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC2A9,200,0.287025190522699,0.302521008149142,0.1319247192788233,0.4214645715979839,0.007108,19,16,LYS,Q9NRM0,2.0,0.929,0.1207094942305736,Non-essential,82.7,14.1,12.0,0.3451296755714015,140,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ERBB3,116,0.3079914989022281,0.453781512223713,0.1041341135536928,0.3174621998221168,0.005354,47,11,LYS,P21860,5.467,0.939,-0.1603036054361787,Non-essential,72.5,34.1,29.7,0.345122607622252,141,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LCT,196,0.2872614953898204,0.2605042014617612,0.1379788075280721,0.4722205751556478,0.007964,94,25,LYS,P09848,-6.506,0.014,-0.073743186833031,Non-essential,86.2,13.8,6.4,0.3449263161825464,142,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
HM13,184,0.2896086756056847,0.3697478988489514,0.0318076862248932,0.4405573673287873,0.00743,15,4,LYS,Q8TCT9,7.385,1.0,-0.1026444320067095,Non-essential,82.4,17.8,12.5,0.3447030279855531,143,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADCY3,141,0.3005444937294651,0.1932773107619518,0.2964984975486319,0.4476134005336495,0.007549,50,38,LYS,O60266,4.5,0.995,-0.1680375418481027,Non-essential,76.4,24.4,17.6,0.3442750332872535,144,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2S2,169,0.292801283191276,0.2605042014617612,0.0766345089356318,0.5520308330862733,0.00931,17,13,LYS,Q9NQN1,-9.966,0.0,-0.1402934120083661,Non-essential,83.5,19.4,6.6,0.3439428060170927,145,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
DPP4,321,0.2708655057738554,0.3613445375114751,0.0113680215087774,0.4097242810554402,0.00691,47,4,LYS,P27487,2.064,0.755,0.0466623209945331,Non-essential,96.2,3.0,1.0,0.3437436637700707,146,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CCR5,213,0.2846001557929313,0.4285714282112846,0.0316115767831725,0.3456270382448858,0.005829,9,9,LYS,P51681,0.701,0.645,-0.035052718896365,Non-essential,85.4,15.6,12.8,0.3437096536309642,147,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLAMF8,157,0.2962397386564817,0.3865546215239037,0.0124687648268227,0.4595908686629113,0.007751,3,5,LYS,Q9P0V8,2.406,0.893,0.0087840497730625,Non-essential,81.3,25.3,15.1,0.3430090259057998,148,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10H1,249,0.2798068804304058,0.2605042014617612,0.0342685434129369,0.551082122739401,0.009294,16,8,LYS,Q9Y4A9,-9.966,0.011,-0.1570208940097532,Non-essential,87.8,9.7,3.8,0.3428141370497009,149,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLITRK5,70,0.3233631891257855,0.252100840124285,0.341742843586905,0.3999999999999999,0.006746,22,35,LYS,O94991,-4.608,0.086,0.0074376186799987,Non-essential,65.5,45.9,40.9,0.342771004940226,150,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6C65,289,0.2749564483657441,0.2605042014617612,0.1010532974853708,0.4681292617847613,0.007895,14,11,LYS,A6NJZ3,-9.966,0.0,-0.0362125957362433,Non-essential,89.5,5.8,2.6,0.3426721103291494,151,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10H5,274,0.276636105112798,0.2605042014617612,0.0277906057251304,0.5469908093685146,0.009225,19,7,LYS,Q8NGA6,-9.966,0.001,-0.1452691256591834,Non-essential,88.1,7.3,2.5,0.3425718242850277,152,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR56A4,255,0.278237038631476,0.2605042014617612,0.0711940534556381,0.5089238067002668,0.008583,11,7,LYS,Q8NGH8,-9.966,0.0,-0.0087415818068206,Non-essential,86.4,9.3,1.9,0.3419059355505927,153,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NALCN,147,0.299241288081431,0.2352941174493327,0.2856428910327376,0.3981025793062555,0.006714,86,29,LYS,Q8IZF0,-1.994,0.236,0.0931342576047054,Non-essential,76.7,26.4,19.7,0.3418893086920147,154,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2B3,277,0.2762431506524981,0.2605042014617612,0.0539933575834255,0.5194782093092202,0.008761,16,12,LYS,O76000,-9.966,0.0,-0.0091692768972808,Non-essential,86.1,7.7,2.6,0.3418443622347778,155,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ABCC1,244,0.2804297439168543,0.2941176468116659,0.2090779693183615,0.333530981322265,0.005625,98,23,LYS,P33527,3.748,0.984,0.0188851987417957,Non-essential,82.6,11.8,7.4,0.3417934140442397,156,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PLXND1,186,0.2891446436964509,0.2773109241367135,0.1099288312509884,0.48413874888823,0.008165,101,12,LYS,Q9Y4D7,5.697,1.0,-0.0190500800499532,Non-essential,79.9,18.8,7.9,0.3417757184826543,157,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
RET,166,0.2938592342497098,0.2689075627992374,0.2450608888185987,0.3759264749481174,0.00634,47,29,LYS,P07949,-0.913,0.378,-0.1083696900480505,Non-essential,78.8,22.7,18.8,0.3416644879214121,158,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10A5,306,0.2730817716634484,0.2605042014617612,0.0461236754705045,0.5168099614586421,0.008716,9,12,LYS,Q9H207,-9.966,0.0,0.062134887714103,Non-essential,89.1,5.4,1.9,0.341509879743903,159,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR13D1,179,0.2905017140767079,0.2605042014617612,0.096422584216353,0.5245775274236585,0.008847,20,19,LYS,Q8NGV5,-9.966,0.0,-0.0516124926992805,Non-essential,80.9,20.2,11.3,0.3412264984216193,160,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC26A2,199,0.2871294675465541,0.2857142854741897,0.0635457852285307,0.5126000592943967,0.008645,27,10,LYS,P50443,1.828,0.934,0.1012785856760625,Non-essential,80.9,18.0,13.1,0.3410364610466982,161,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC41A2,124,0.3048976899365817,0.3361344534990467,0.0877431598924561,0.4804032018974206,0.008102,26,9,LYS,Q96JW4,2.404,0.924,0.1113987320534546,Non-essential,72.8,33.7,27.4,0.3409836491721355,162,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC2A10,145,0.2999638390129189,0.3193277308240944,0.0993389213980705,0.4747702342128668,0.008007,19,17,LYS,O95528,2.905,0.918,0.0087650580933556,Non-essential,74.7,29.4,23.1,0.3408919946911674,163,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
APLP2,95,0.3150778308268706,0.3109243694866181,0.1634730349517634,0.4722205751556478,0.007964,27,18,LYS,Q06481,7.746,1.0,0.1065544074971838,Non-essential,68.4,41.9,33.9,0.3408469318471691,164,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC22A13,247,0.2799588602784801,0.252100840124285,0.1144646528546576,0.4825970945745627,0.008139,18,8,LYS,Q9Y226,-5.574,0.022,-0.0835624944058996,Non-essential,84.7,11.8,6.2,0.3407007309008048,165,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TLR8,237,0.2811326092655224,0.3109243694866181,0.0487806421002688,0.4737622294693151,0.00799,58,8,LYS,Q9NR97,-1.214,0.277,0.168241271868772,Non-essential,86.1,13.9,4.8,0.3405592472127123,166,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ATP13A1,198,0.2871600836852302,0.2605042014617612,0.1213348094259054,0.488526534242514,0.008239,69,14,LYS,Q9HD20,5.14,1.0,-0.2123816777156064,Non-essential,78.7,18.1,8.6,0.3405418064287213,167,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TYRO3,135,0.3014751615261909,0.2436974787868088,0.155824766724656,0.5241624666469018,0.00884,19,21,LYS,Q06418,2.814,0.959,-0.2411788708937862,Non-essential,74.8,29.8,20.4,0.3404909259182725,168,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
DAGLA,67,0.3247281075477787,0.2605042014617612,0.1983552111339554,0.5367328787429587,0.009052,44,27,LYS,Q9Y4D2,0.888,0.738,-0.0533537374404667,Non-essential,63.0,49.5,38.5,0.3404484929808449,169,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR87,205,0.2862634229798314,0.4285714282112846,0.1397944013917444,0.2429884375926475,0.004098,10,18,LYS,Q9BY21,-2.114,0.367,-0.0607904258065559,Non-essential,81.9,20.7,8.9,0.3399957096200475,170,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR183,241,0.2805504413053373,0.2857142854741897,0.0205661869365807,0.533649570115624,0.009,20,8,LYS,P32249,2.406,0.907,0.1276205310174629,Non-essential,86.5,13.6,5.0,0.3399539391790176,171,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TLR10,226,0.2823113948620141,0.2857142854741897,0.0555495808951447,0.5045360213459827,0.008509,37,7,LYS,Q9BXR5,-1.781,0.182,0.1467851427918189,Non-essential,83.2,15.4,7.8,0.3396214004762483,172,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC22A23,119,0.3063558345737224,0.2773109241367135,0.1305962359639411,0.520841980432849,0.008784,24,13,LYS,A1A5C7,3.009,0.953,-0.0117063533826294,Non-essential,72.2,35.4,26.8,0.3395183775470473,173,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC22A8,260,0.277642526171752,0.2605042014617612,0.159873477779535,0.4182626741772902,0.007054,24,16,LYS,Q8TCC7,-9.966,0.028,-0.0865670151463256,Non-essential,86.0,11.3,5.4,0.3394105085008227,174,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2C3,261,0.2774984500716185,0.2605042014617612,0.0600158152775581,0.5176400830121552,0.00873,15,10,LYS,Q8N628,-9.966,0.001,-0.1245100060246492,Non-essential,86.7,11.2,4.4,0.3393904450840447,175,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
AMIGO2,140,0.300641003999763,0.302521008149142,0.0580104380831883,0.5407648977171656,0.00912,16,17,LYS,Q86SJ2,2.555,0.885,0.0783918796427669,Non-essential,75.1,31.2,26.8,0.3393761868022882,176,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10G9,295,0.2741123159673486,0.2605042014617612,0.0789688439032105,0.4873999407056033,0.00822,11,8,LYS,Q8NGN4,-9.966,0.0,-0.0950235400617842,Non-essential,87.3,8.4,1.0,0.3393686666638199,177,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC52A2,235,0.2815220958002715,0.3613445375114751,0.1599051083346512,0.2967091609842869,0.005004,15,12,LYS,Q9HAB3,5.45,1.0,-0.1578746239821506,Non-essential,84.1,16.4,10.1,0.3392241554587508,178,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADAM17,133,0.3017404709345821,0.3193277308240944,0.0292456112604776,0.5507856507560035,0.009289,41,9,LYS,P78536,3.284,0.965,0.0371021614626857,Non-essential,72.7,32.8,23.1,0.3389725212925533,179,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SCNN1G,197,0.2871970898797255,0.3361344534990467,0.025361379092203,0.4837829825081529,0.008159,36,6,LYS,P51170,-1.47,0.378,0.0519826304438663,Non-essential,80.1,21.3,14.8,0.3386331491247553,180,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
