gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank
ADAM28,117,0.3075287183398086,0.3277310921615705,0.1653518899256682,0.4227690483249333,0.00713,30,29,LYS,Q9UKQ2,1.975,0.833,0.1182256883302997,Non-essential,75.6,28.5,19.4,0.3482361168192001,127
PROKR2,129,0.303286681113834,0.2605042014617612,0.1750308397912383,0.4885858286391936,0.00824,18,23,LYS,Q8NFJ6,-9.966,0.011,-0.05391380366271195,Non-essential,78.3,24.0,18.5,0.3480806376192244,128
PTPRK,178,0.2910465085569165,0.3361344534990467,0.0875850071168749,0.434390750074118,0.007326,60,14,LYS,Q15262,4.092,0.989,0.1201608271651917,Non-essential,82.3,15.1,10.8,0.3480409980224146,129
UGT8,225,0.2823278914543497,0.4117647055363322,0.1192598450102799,0.2728135191224429,0.004601,22,17,LYS,Q16880,0.919,0.577,0.0207467216710361,Non-essential,89.8,9.4,5.0,0.347735987970897,130
SLC12A8,77,0.319434528428929,0.4873949575736176,0.0372165111497706,0.3777053068485028,0.00637,35,10,LYS,A0AV02,3.007,0.907,-0.05889917071618905,Non-essential,69.1,41.6,28.2,0.34771868965033453,131
ITGB8,130,0.3027945206854736,0.352941176173999,0.0585608097422109,0.4801660243107025,0.008098,25,12,LYS,P26012,2.454,0.813,0.008708991721945,Non-essential,76.7,25.9,18.3,0.347311120174128,132
OR13J1,167,0.2936751800076789,0.2605042014617612,0.0823343349675786,0.5492439964423361,0.009263,17,17,LYS,Q8NGT2,-5.574,0.001,-0.0286693023466513,Non-essential,82.4,17.0,2.9,0.3470710533640951,133
SEZ6L2,122,0.3058381985383353,0.5882352936233318,0.0817523327534398,0.1533946042099021,0.002587,27,8,LYS,Q6UXD5,4.42,0.939,0.01188478308257895,Non-essential,71.9,33.0,24.5,0.3466690870090016,134
RHBDL2,195,0.2876364197175672,0.3865546215239037,0.0424924877431599,0.4008894159501927,0.006761,15,9,LYS,Q9NX52,1.164,0.718,0.031770802595001355,Non-essential,85.8,14.9,0.0,0.34623959345670446,135
OLR1,218,0.2835743500160725,0.50420168024857,0.0044346038272971,0.2685443225615179,0.004529,9,4,LYS,P78380,1.816,0.751,0.05718540680164315,Non-essential,87.4,13.6,11.7,0.3461153196842033,136
ANO9,188,0.2886870789130163,0.4201680668738084,0.1143697611893088,0.2876964126890008,0.004852,41,9,LYS,A1A5B4,2.772,0.821,0.07601155011485915,Non-essential,80.2,16.6,9.3,0.34597536687541036,137
GJB6,171,0.2925069799081204,0.302521008149142,0.1086319784912225,0.4630299436703231,0.007809,7,15,LYS,O95452,-2.114,0.35,-0.0861271549969259,Non-essential,82.2,18.0,9.6,0.34579783339258613,138
SCARB2,276,0.2764660273408608,0.3109243694866181,0.1343223153566345,0.3726652831307441,0.006285,14,18,LYS,Q14108,6.02,1.0,-0.037759449141531704,Non-essential,92.7,5.0,1.7,0.345570428942161,139
SLC2A9,200,0.287025190522699,0.302521008149142,0.1319247192788233,0.4214645715979839,0.007108,19,16,LYS,Q9NRM0,2.0,0.929,0.12070949423057364,Non-essential,82.7,14.1,12.0,0.3451296755714015,140
ERBB3,116,0.3079914989022281,0.453781512223713,0.1041341135536928,0.3174621998221168,0.005354,47,11,LYS,P21860,5.467,0.939,-0.16030360543617875,Non-essential,72.5,34.1,29.7,0.345122607622252,141
LCT,196,0.2872614953898204,0.2605042014617612,0.1379788075280721,0.4722205751556478,0.007964,94,25,LYS,P09848,-6.506,0.014,-0.073743186833031,Non-essential,86.2,13.8,6.4,0.3449263161825464,142
HM13,184,0.2896086756056847,0.3697478988489514,0.0318076862248932,0.4405573673287873,0.00743,15,4,LYS,Q8TCT9,7.385,1.0,-0.10264443200670956,Non-essential,82.4,17.8,12.5,0.3447030279855531,143
ADCY3,141,0.3005444937294651,0.1932773107619518,0.2964984975486319,0.4476134005336495,0.007549,50,38,LYS,O60266,4.5,0.995,-0.1680375418481027,Non-essential,76.4,24.4,17.6,0.3442750332872535,144
OR2S2,169,0.292801283191276,0.2605042014617612,0.0766345089356318,0.5520308330862733,0.00931,17,13,LYS,Q9NQN1,-9.966,0.0,-0.14029341200836615,Non-essential,83.5,19.4,6.6,0.3439428060170927,145
DPP4,321,0.2708655057738554,0.3613445375114751,0.0113680215087774,0.4097242810554402,0.00691,47,4,LYS,P27487,2.064,0.755,0.0466623209945331,Non-essential,96.2,3.0,1.0,0.3437436637700707,146
CCR5,213,0.2846001557929313,0.4285714282112846,0.0316115767831725,0.3456270382448858,0.005829,9,9,LYS,P51681,0.701,0.645,-0.035052718896365,Non-essential,85.4,15.6,12.8,0.3437096536309642,147
SLAMF8,157,0.2962397386564817,0.3865546215239037,0.0124687648268227,0.4595908686629113,0.007751,3,5,LYS,Q9P0V8,2.406,0.893,0.008784049773062599,Non-essential,81.3,25.3,15.1,0.3430090259057998,148
OR10H1,249,0.2798068804304058,0.2605042014617612,0.0342685434129369,0.551082122739401,0.009294,16,8,LYS,Q9Y4A9,-9.966,0.011,-0.1570208940097532,Non-essential,87.8,9.7,3.8,0.34281413704970093,149
SLITRK5,70,0.3233631891257855,0.252100840124285,0.341742843586905,0.3999999999999999,0.006746,22,35,LYS,O94991,-4.608,0.086,0.0074376186799987,Non-essential,65.5,45.9,40.9,0.34277100494022605,150
OR6C65,289,0.2749564483657441,0.2605042014617612,0.1010532974853708,0.4681292617847613,0.007895,14,11,LYS,A6NJZ3,-9.966,0.0,-0.0362125957362433,Non-essential,89.5,5.8,2.6,0.34267211032914946,151
OR10H5,274,0.276636105112798,0.2605042014617612,0.0277906057251304,0.5469908093685146,0.009225,19,7,LYS,Q8NGA6,-9.966,0.001,-0.14526912565918348,Non-essential,88.1,7.3,2.5,0.3425718242850277,152
OR56A4,255,0.278237038631476,0.2605042014617612,0.0711940534556381,0.5089238067002668,0.008583,11,7,LYS,Q8NGH8,-9.966,0.0,-0.0087415818068206,Non-essential,86.4,9.3,1.9,0.3419059355505927,153
NALCN,147,0.299241288081431,0.2352941174493327,0.2856428910327376,0.3981025793062555,0.006714,86,29,LYS,Q8IZF0,-1.994,0.236,0.09313425760470545,Non-essential,76.7,26.4,19.7,0.3418893086920147,154
OR2B3,277,0.2762431506524981,0.2605042014617612,0.0539933575834255,0.5194782093092202,0.008761,16,12,LYS,O76000,-9.966,0.0,-0.00916927689728085,Non-essential,86.1,7.7,2.6,0.3418443622347778,155
ABCC1,244,0.2804297439168543,0.2941176468116659,0.2090779693183615,0.333530981322265,0.005625,98,23,LYS,P33527,3.748,0.984,0.0188851987417957,Non-essential,82.6,11.8,7.4,0.3417934140442397,156
PLXND1,186,0.2891446436964509,0.2773109241367135,0.1099288312509884,0.48413874888823,0.008165,101,12,LYS,Q9Y4D7,5.697,1.0,-0.01905008004995325,Non-essential,79.9,18.8,7.9,0.3417757184826543,157
RET,166,0.2938592342497098,0.2689075627992374,0.2450608888185987,0.3759264749481174,0.00634,47,29,LYS,P07949,-0.913,0.378,-0.10836969004805055,Non-essential,78.8,22.7,18.8,0.34166448792141213,158
OR10A5,306,0.2730817716634484,0.2605042014617612,0.0461236754705045,0.5168099614586421,0.008716,9,12,LYS,Q9H207,-9.966,0.0,0.062134887714103054,Non-essential,89.1,5.4,1.9,0.34150987974390307,159
OR13D1,179,0.2905017140767079,0.2605042014617612,0.096422584216353,0.5245775274236585,0.008847,20,19,LYS,Q8NGV5,-9.966,0.0,-0.051612492699280504,Non-essential,80.9,20.2,11.3,0.34122649842161934,160
SLC26A2,199,0.2871294675465541,0.2857142854741897,0.0635457852285307,0.5126000592943967,0.008645,27,10,LYS,P50443,1.828,0.934,0.1012785856760625,Non-essential,80.9,18.0,13.1,0.34103646104669827,161
SLC41A2,124,0.3048976899365817,0.3361344534990467,0.0877431598924561,0.4804032018974206,0.008102,26,9,LYS,Q96JW4,2.404,0.924,0.11139873205345466,Non-essential,72.8,33.7,27.4,0.34098364917213553,162
SLC2A10,145,0.2999638390129189,0.3193277308240944,0.0993389213980705,0.4747702342128668,0.008007,19,17,LYS,O95528,2.905,0.918,0.0087650580933556,Non-essential,74.7,29.4,23.1,0.3408919946911674,163
APLP2,95,0.3150778308268706,0.3109243694866181,0.1634730349517634,0.4722205751556478,0.007964,27,18,LYS,Q06481,7.746,1.0,0.10655440749718381,Non-essential,68.4,41.9,33.9,0.34084693184716913,164
SLC22A13,247,0.2799588602784801,0.252100840124285,0.1144646528546576,0.4825970945745627,0.008139,18,8,LYS,Q9Y226,-5.574,0.022,-0.0835624944058996,Non-essential,84.7,11.8,6.2,0.3407007309008048,165
TLR8,237,0.2811326092655224,0.3109243694866181,0.0487806421002688,0.4737622294693151,0.00799,58,8,LYS,Q9NR97,-1.214,0.277,0.16824127186877202,Non-essential,86.1,13.9,4.8,0.34055924721271236,166
ATP13A1,198,0.2871600836852302,0.2605042014617612,0.1213348094259054,0.488526534242514,0.008239,69,14,LYS,Q9HD20,5.14,1.0,-0.21238167771560645,Non-essential,78.7,18.1,8.6,0.3405418064287213,167
TYRO3,135,0.3014751615261909,0.2436974787868088,0.155824766724656,0.5241624666469018,0.00884,19,21,LYS,Q06418,2.814,0.959,-0.24117887089378626,Non-essential,74.8,29.8,20.4,0.3404909259182725,168
DAGLA,67,0.3247281075477787,0.2605042014617612,0.1983552111339554,0.5367328787429587,0.009052,44,27,LYS,Q9Y4D2,0.888,0.738,-0.053353737440466745,Non-essential,63.0,49.5,38.5,0.34044849298084495,169
GPR87,205,0.2862634229798314,0.4285714282112846,0.1397944013917444,0.2429884375926475,0.004098,10,18,LYS,Q9BY21,-2.114,0.367,-0.06079042580655595,Non-essential,81.9,20.7,8.9,0.33999570962004755,170
GPR183,241,0.2805504413053373,0.2857142854741897,0.0205661869365807,0.533649570115624,0.009,20,8,LYS,P32249,2.406,0.907,0.1276205310174629,Non-essential,86.5,13.6,5.0,0.3399539391790176,171
TLR10,226,0.2823113948620141,0.2857142854741897,0.0555495808951447,0.5045360213459827,0.008509,37,7,LYS,Q9BXR5,-1.781,0.182,0.1467851427918189,Non-essential,83.2,15.4,7.8,0.3396214004762483,172
SLC22A23,119,0.3063558345737224,0.2773109241367135,0.1305962359639411,0.520841980432849,0.008784,24,13,LYS,A1A5C7,3.009,0.953,-0.0117063533826294,Non-essential,72.2,35.4,26.8,0.3395183775470473,173
SLC22A8,260,0.277642526171752,0.2605042014617612,0.159873477779535,0.4182626741772902,0.007054,24,16,LYS,Q8TCC7,-9.966,0.028,-0.08656701514632564,Non-essential,86.0,11.3,5.4,0.3394105085008227,174
OR2C3,261,0.2774984500716185,0.2605042014617612,0.0600158152775581,0.5176400830121552,0.00873,15,10,LYS,Q8N628,-9.966,0.001,-0.1245100060246492,Non-essential,86.7,11.2,4.4,0.33939044508404476,175
AMIGO2,140,0.300641003999763,0.302521008149142,0.0580104380831883,0.5407648977171656,0.00912,16,17,LYS,Q86SJ2,2.555,0.885,0.07839187964276695,Non-essential,75.1,31.2,26.8,0.3393761868022882,176
OR10G9,295,0.2741123159673486,0.2605042014617612,0.0789688439032105,0.4873999407056033,0.00822,11,8,LYS,Q8NGN4,-9.966,0.0,-0.0950235400617842,Non-essential,87.3,8.4,1.0,0.3393686666638199,177
SLC52A2,235,0.2815220958002715,0.3613445375114751,0.1599051083346512,0.2967091609842869,0.005004,15,12,LYS,Q9HAB3,5.45,1.0,-0.15787462398215069,Non-essential,84.1,16.4,10.1,0.33922415545875084,178
ADAM17,133,0.3017404709345821,0.3193277308240944,0.0292456112604776,0.5507856507560035,0.009289,41,9,LYS,P78536,3.284,0.965,0.037102161462685704,Non-essential,72.7,32.8,23.1,0.3389725212925533,179
SCNN1G,197,0.2871970898797255,0.3361344534990467,0.025361379092203,0.4837829825081529,0.008159,36,6,LYS,P51170,-1.47,0.378,0.05198263044386631,Non-essential,80.1,21.3,14.8,0.33863314912475534,180
ITGB1,290,0.2749068426374917,0.3193277308240944,0.0282081290526648,0.4623777053068484,0.007798,24,12,LYS,P05556,7.403,1.0,-0.13696690875808876,Non-essential,85.9,10.8,3.3,0.33861116437831135,181
TMEM161A,253,0.2789353415536764,0.302521008149142,0.016194844219516,0.510228283427216,0.008605,23,6,LYS,Q9NX61,4.594,1.0,-0.10988829563193955,Non-essential,85.1,14.0,6.1,0.33848813476388273,182
OR8H1,320,0.2711012652941771,0.2605042014617612,0.0413601138699984,0.5149718351615772,0.008685,13,10,LYS,Q8NGG4,-9.966,0.0,-0.01564372552229125,Non-essential,89.7,6.8,2.6,0.3384594577695103,183
SLC5A12,248,0.2798476735754992,0.2857142854741897,0.0894954926458959,0.4623777053068484,0.007798,23,15,LYS,Q1EHB4,-3.816,0.154,0.05636337112580595,Non-essential,85.0,14.6,8.6,0.3383682994041525,184
SLC35F4,108,0.3124480992073649,0.2605042014617612,0.0689546101534081,0.6252001185887933,0.010544,16,11,LYS,A4IF30,-5.574,0.021,-0.1561706717313202,Non-essential,66.9,41.7,30.5,0.3380151526971668,185
OR2A12,334,0.2696942331737845,0.2605042014617612,0.0108176498497548,0.5408241921138452,0.009121,22,6,LYS,Q8NGT7,-9.966,0.0,0.0284043933299013,Non-essential,86.6,6.1,1.6,0.3379869310025164,186
SLCO1B3,203,0.2866803323064738,0.4705882348986654,0.1087015657124782,0.2194485621108804,0.003701,26,24,LYS,Q9NPD5,-5.574,0.19,0.033962449833893446,Non-essential,79.1,23.9,15.7,0.33784341417037256,187
SLC6A18,322,0.2707420335256216,0.2605042014617612,0.0755021350624703,0.479632374740587,0.008089,17,19,LYS,Q96N87,-9.966,0.038,0.07282754863857885,Non-essential,90.5,7.2,5.6,0.33776009796238077,188
OR10H3,304,0.2731690511773563,0.2605042014617612,0.0170045864304918,0.5462199822116809,0.009212,15,5,LYS,O60404,-9.966,0.0,0.06742418431587166,Non-essential,86.8,9.5,2.2,0.3374826126721596,189
CCRL2,151,0.2976603263917283,0.3445378148365229,0.0339142811956349,0.4989030536614289,0.008414,14,12,LYS,O00421,1.043,0.759,-0.00304875648434945,Non-essential,77.8,31.4,12.2,0.337392568907049,190
OR2T12,335,0.2696175338133021,0.2605042014617612,0.0785133639095366,0.4728728135191223,0.007975,13,12,LYS,Q8NG77,-9.966,0.0,-0.0831193122542004,Non-essential,88.9,6.9,1.6,0.33712301486878116,191
CD68,111,0.3116328778046715,0.4201680668738084,0.0170045864304918,0.4615475837533352,0.007784,5,8,LYS,P34810,6.386,0.999,-0.0614384754683987,Non-essential,73.2,44.9,28.2,0.3367968659517897,192
OPN5,228,0.2822605172620258,0.2605042014617612,0.0566186936580737,0.5369107619329974,0.009055,17,11,LYS,Q6U736,-9.966,0.001,-0.01682741273391595,Non-essential,84.0,17.8,12.7,0.3367588344093842,193
STT3B,214,0.2841089879074507,0.3193277308240944,0.0956444725604934,0.4256151793655499,0.007178,26,10,LYS,Q8TCJ2,5.604,1.0,-0.21539375521773324,Non-essential,79.8,20.5,15.1,0.33657961876994386,194
MRC1,238,0.2808367830286666,0.2436974787868088,0.1574126205914914,0.4537800177883189,0.007653,51,27,LYS,P22897,1.008,0.692,0.03003610358406765,Non-essential,82.1,16.6,8.4,0.3364922771703357,195
OR2A25,293,0.2744058471437244,0.2605042014617612,0.0884263798829669,0.4789208419804328,0.008077,15,11,LYS,A4D2G3,-9.966,0.0,0.0333209638323445,Non-essential,84.8,11.9,2.6,0.3361132759774664,196
OR10H2,308,0.2726337361502028,0.2605042014617612,0.0641973746639253,0.4972428105544025,0.008386,13,12,LYS,O60403,-9.966,0.0,-0.21489145625672365,Non-essential,88.0,10.5,3.2,0.3360365168161984,197
CSF2RA,192,0.2879505731650833,0.3613445375114751,0.018333069745374,0.4597094574562703,0.007753,12,3,LYS,P15509,2.208,0.906,0.09551553112507695,Non-essential,82.0,25.0,16.5,0.33598121992942737,198
GFRAL,173,0.2920932186328723,0.2605042014617612,0.0788992566819547,0.5474058701452713,0.009232,17,9,LYS,Q6UXV0,-9.966,0.001,0.1081826524814607,Non-essential,76.8,26.9,19.5,0.3358527522184229,199
ITGB5,496,0.2540109190759061,0.2941176468116659,0.0913680215087774,0.3631781796620219,0.006125,27,22,LYS,P18084,6.201,1.0,-0.382415943207422,Context-dependent,82.2,15.8,6.3,0.3357777266767829,200
TMEM63B,144,0.3002797465338325,0.3109243694866181,0.1401170330539301,0.4462496294100207,0.007526,48,15,LYS,Q5T3F8,4.712,1.0,-0.05008610189676055,Non-essential,72.6,34.9,18.9,0.33551519493630405,201
NUP210,282,0.2757700080776974,0.4117647055363322,0.0477115293373398,0.3225022235398754,0.005439,87,6,LYS,Q8TEM1,3.281,0.973,-0.03103434557542445,Non-essential,79.6,16.3,6.8,0.3353710851570201,202
OR2T8,351,0.2676169429324015,0.2605042014617612,0.0785449944646528,0.4661725466943373,0.007862,19,11,LYS,A6NH00,-9.966,0.003,-0.1074897673196462,Non-essential,88.7,7.1,1.3,0.33525585580136397,203
GRIK4,193,0.2878862780938615,0.2605042014617612,0.0988518108492804,0.5134301808479098,0.008659,43,18,LYS,Q16099,-3.047,0.162,0.05491882074658645,Non-essential,78.4,24.0,13.7,0.335246968435914,204
GJB5,190,0.2885066937471949,0.3445378148365229,0.0520828720544045,0.4502223539875481,0.007593,13,12,LYS,O95377,-0.86,0.418,0.0586836627157998,Non-essential,78.3,26.0,15.4,0.3351645417032712,205
OR5D14,362,0.2663846791472631,0.2605042014617612,0.0584279614107227,0.4821820337978061,0.008132,10,15,LYS,Q8NGL3,-9.966,0.0,0.17708037774456586,Non-essential,89.3,6.4,3.8,0.33492896931374866,206
CLCA2,294,0.2742347966872581,0.2689075627992374,0.0940249881385418,0.4615475837533352,0.007784,43,19,LYS,Q9UQC9,-3.458,0.258,0.0370760978600892,Non-essential,86.6,13.1,7.0,0.3349107899527024,207
SLC28A3,229,0.2822590174981643,0.3445378148365229,0.034755653961727,0.4467239845834568,0.007534,28,10,LYS,Q9HAS3,-1.47,0.365,0.0012038125342868499,Non-essential,80.3,21.1,12.4,0.33485814482907894,208
OR52A1,378,0.2646751555791001,0.2605042014617612,0.0628688913490431,0.4720426919656091,0.007961,10,10,LYS,Q9UKL2,-9.966,0.0,-0.0383222832314796,Non-essential,90.1,5.1,1.0,0.3348043663402795,209
CD24,107,0.3126533829114638,0.7731092430478074,0.0039538193895302,0.0074117995849392,0.000125,2,1,SER,P25063,8.341,0.963,-0.0722126481598501,Non-essential,63.7,53.8,33.8,0.33462963981034993,210
OTOP1,310,0.2724837403630777,0.2605042014617612,0.0772165111497706,0.4837236881114734,0.008158,28,12,LYS,Q7RTM1,-9.966,0.005,-0.40186868422198574,Context-dependent,75.7,31.9,23.0,0.3345115203269274,211
PLXNC1,242,0.2805415716178836,0.3193277308240944,0.0479392693341768,0.4614289949599762,0.007782,78,9,LYS,O60486,1.997,0.879,-0.0314940093674142,Non-essential,79.1,19.9,9.0,0.3342067718619713,212
SLC6A6,279,0.2758763494942365,0.2605042014617612,0.0920828720544045,0.4801660243107025,0.008098,24,16,LYS,P31641,3.235,0.958,-0.21168011305094064,Non-essential,86.8,15.2,7.6,0.33403869460289315,213
CORIN,142,0.3003897520871181,0.252100840124285,0.0917286098371026,0.5734361102875778,0.009671,38,14,LYS,Q9Y5Q5,-1.43,0.27,0.05266050427834925,Non-essential,69.8,35.9,16.3,0.3336264740746699,214
GPR107,132,0.3018463420998838,0.2941176468116659,0.1681037482207812,0.4458938630299436,0.00752,36,23,LYS,Q5VW38,4.372,1.0,0.0488957098895296,Non-essential,70.5,38.0,24.0,0.3334405791967643,215
OR6C2,382,0.2642238105326462,0.2605042014617612,0.092019610944172,0.4413874888823006,0.007444,12,13,LYS,Q9NZP2,-9.966,0.001,-0.05207870365166575,Non-essential,90.2,6.1,1.0,0.3334282454682346,216
SLC19A3,234,0.2817369808455981,0.2268907561118565,0.1210374822078127,0.5155647791283723,0.008695,10,17,LYS,Q9BZV2,-0.808,0.392,-0.17895643299511205,Non-essential,81.6,20.2,16.5,0.33336232997319604,217
EPHB2,251,0.2792436294568687,0.403361344198856,0.1456207496441562,0.2473762229469315,0.004172,37,15,LYS,P29323,2.033,0.822,0.00766501833275425,Non-essential,80.0,21.1,15.0,0.3333257136173715,218
MRC2,201,0.2870143649138531,0.2773109241367135,0.1688818598766408,0.4180847909872516,0.007051,78,22,LYS,Q9UBG0,4.387,0.982,-0.0103365614268526,Non-essential,77.0,25.5,13.3,0.33330048616382285,219
RPN1,918,0.2204233266915958,0.403361344198856,0.0179788075280721,0.1789504891787725,0.003018,25,2,LYS,P04843,7.532,1.0,-1.04928037483596,Essential,90.1,7.2,4.4,0.3332087946463107,220
SEMA5A,204,0.2864100256949515,0.2773109241367135,0.0887173809900363,0.4962348058108508,0.008369,34,11,LYS,Q13591,1.183,0.717,0.14477182003973615,Non-essential,77.6,25.4,13.6,0.3328968701480715,221
KDR,158,0.2959632180828775,0.2605042014617612,0.1184817333544203,0.52072339163949,0.008782,56,13,LYS,P35968,2.269,0.922,-0.10478497989703565,Non-essential,71.1,33.1,25.5,0.332877751760094,222
OR2V1,343,0.2684769410597001,0.2605042014617612,0.060243555274395,0.4873406463089238,0.008219,10,7,LYS,Q8NHB1,-9.966,0.002,-0.1090614594497515,Non-essential,86.1,10.2,3.2,0.3328725209074461,223
SLC6A13,337,0.2693764914029301,0.2352941174493327,0.1021919974695556,0.4820041506077676,0.008129,24,16,LYS,Q9NSD5,-2.388,0.276,0.01415769262605125,Non-essential,88.8,10.6,7.8,0.3328019781265973,224
PROKR1,189,0.2886685473446354,0.252100840124285,0.1625304444092993,0.4635635932404388,0.007818,17,19,LYS,Q8TCW9,-6.506,0.025,-0.0378703262009675,Non-essential,77.2,27.0,18.8,0.3327588034559343,225
VN1R4,231,0.2819615896672547,0.2605042014617612,0.1316969792819864,0.4608360509931811,0.007772,16,14,LYS,Q7Z5H5,-9.966,0.0,-0.12782359774879282,Non-essential,77.9,21.6,7.6,0.33270972808040833,226
DDR1,191,0.2881442186902961,0.4201680668738084,0.1186082555748853,0.2816483842276904,0.00475,39,10,LYS,Q08345,6.816,0.994,0.02156945381025735,Non-essential,76.2,29.6,25.2,0.3325229833564769,227
ROR2,128,0.3034813984991059,0.2857142854741897,0.2156507986715166,0.4150014823599169,0.006999,33,27,LYS,Q01974,1.496,0.7,-0.0420089231219036,Non-essential,68.3,40.2,32.4,0.3324630701738248,228
SORCS1,210,0.2851399449303208,0.201680672099428,0.3921429701091254,0.2894159501927068,0.004881,45,41,LYS,Q8WY21,-3.308,0.185,0.020594795260105797,Non-essential,76.7,23.6,18.8,0.3323779653102579,229
OR2L5,427,0.2601768275769954,0.2605042014617612,0.0153218408983077,0.5045953157426623,0.00851,12,6,LYS,Q8NG80,-9.966,0.0,-0.12987849023224324,Non-essential,90.7,3.8,2.2,0.33235575967185893,230
TLR7,366,0.2657987055171113,0.3949579828613799,0.0514692392851494,0.307915801956715,0.005193,54,14,LYS,Q9NYK1,-0.452,0.413,0.06426557684722875,Non-essential,87.6,11.2,4.9,0.33188155431194905,231
