gene,uniprot_id,n_pockets,max_pocket_volume,n_nucleophiles,ldt_score,top_res_type,tsi_norm,tsi,pocket_norm,ldt_norm,final_score,rank,plddt_below_70,plddt_term,composite_primary,rank_primary
PLXND1,Q9Y4D7,101,1737.7,12,0.008165,LYS,0.2773109241367135,0.002,0.1099288312509884,0.48413874888823,0.2891446436964509,186,18.8,0.812,0.3322721600452037,152
SLC52A2,Q9HAB3,15,2527.7,12,0.005004,LYS,0.3613445375114751,0.012,0.1599051083346512,0.2967091609842869,0.2815220958002715,235,16.4,0.8360000000000001,0.3322194108754834,153
GPR87,Q9BY21,10,2209.8,18,0.004098,LYS,0.4285714282112846,0.02,0.1397944013917444,0.2429884375926475,0.2862634229798314,205,20.7,0.793,0.33198542968963485,154
ATP13A1,Q9HD20,69,1918.0,14,0.008239,LYS,0.2605042014617612,0.0,0.1213348094259054,0.488526534242514,0.2871600836852302,198,18.1,0.819,0.3316085469000165,155
SLC22A13,Q9Y226,18,1809.4,8,0.008139,LYS,0.252100840124285,-0.001,0.1144646528546576,0.4825970945745627,0.2799588602784801,247,11.8,0.882,0.3314239635435377,156
OLR1,P78380,9,70.1,4,0.004529,LYS,0.50420168024857,0.029,0.0044346038272971,0.2685443225615179,0.2835743500160725,218,13.6,0.864,0.3313370498755681,157
HM13,Q8TCT9,15,502.8,4,0.00743,LYS,0.3697478988489514,0.013,0.0318076862248932,0.4405573673287873,0.2896086756056847,184,17.8,0.822,0.33129341229679776,158
SLC22A23,A1A5C7,24,2064.4,13,0.008784,LYS,0.2773109241367135,0.002,0.1305962359639411,0.520841980432849,0.3063558345737224,119,35.4,0.646,0.33104818934524427,159
OR13D1,Q8NGV5,20,1524.2,19,0.008847,LYS,0.2605042014617612,0.0,0.096422584216353,0.5245775274236585,0.2905017140767079,179,20.2,0.798,0.3310476276324369,160
SLC2A10,O95528,19,1570.3,17,0.008007,LYS,0.3193277308240944,0.007,0.0993389213980705,0.4747702342128668,0.2999638390129189,145,29.4,0.706,0.33085894076107086,161
OR56A4,Q8NGH8,11,1125.4,7,0.008583,LYS,0.2605042014617612,0.0,0.0711940534556381,0.5089238067002668,0.278237038631476,255,9.3,0.907,0.33046563822337455,162
SLC41A2,Q96JW4,26,1387.0,9,0.008102,LYS,0.3361344534990467,0.009,0.0877431598924561,0.4804032018974206,0.3048976899365817,124,33.7,0.663,0.3303708071667584,163
CCR5,P51681,9,499.7,9,0.005829,LYS,0.4285714282112846,0.02,0.0316115767831725,0.3456270382448858,0.2846001557929313,213,15.6,0.844,0.3302902324701228,164
SORT1,Q99523,29,4579.8,26,0.005406,LYS,0.2352941174493327,-0.003,0.2897232326427328,0.3205455084494515,0.2771982693073884,266,19.3,0.8069999999999999,0.3301062880124491,165
OR2B3,O76000,16,853.5,12,0.008761,LYS,0.2605042014617612,0.0,0.0539933575834255,0.5194782093092202,0.2762431506524981,277,7.7,0.923,0.3295440301139491,166
OR10H1,Q9Y4A9,16,541.7,8,0.009294,LYS,0.2605042014617612,0.0,0.0342685434129369,0.551082122739401,0.2798068804304058,249,9.7,0.903,0.32952756422034774,167
MRC1,P22897,51,2488.3,27,0.007653,LYS,0.2436974787868088,-0.002,0.1574126205914914,0.4537800177883189,0.2808367830286666,238,16.6,0.834,0.3293629081999102,168
DPP4,P27487,47,179.7,4,0.00691,LYS,0.3613445375114751,0.012,0.0113680215087774,0.4097242810554402,0.2708655057738554,321,3.0,0.97,0.32931206484550957,169
SLC26A2,P50443,27,1004.5,10,0.008645,LYS,0.2857142854741897,0.003,0.0635457852285307,0.5126000592943967,0.2871294675465541,199,18.0,0.8200000000000001,0.3292137503081248,170
OR10H5,Q8NGA6,19,439.3,7,0.009225,LYS,0.2605042014617612,0.0,0.0277906057251304,0.5469908093685146,0.276636105112798,274,7.3,0.927,0.32896135457128417,171
OR10A5,Q9H207,9,729.1,12,0.008716,LYS,0.2605042014617612,0.0,0.0461236754705045,0.5168099614586421,0.2730817716634484,306,5.4,0.946,0.3288160635174283,172
SLAMF8,Q9P0V8,3,197.1,5,0.007751,LYS,0.3865546215239037,0.015,0.0124687648268227,0.4595908686629113,0.2962397386564817,157,25.3,0.747,0.3286324641471409,173
OR10G9,Q8NGN4,11,1248.3,8,0.00822,LYS,0.2605042014617612,0.0,0.0789688439032105,0.4873999407056033,0.2741123159673486,295,8.4,0.916,0.3283171088589804,174
SLCO1B3,Q9NPD5,26,1718.3,24,0.003701,LYS,0.4705882348986654,0.025,0.1087015657124782,0.2194485621108804,0.2866803323064738,203,23.9,0.761,0.32827849245599644,175
ROR2,Q01974,33,3408.9,27,0.006999,LYS,0.2857142854741897,0.003,0.2156507986715166,0.4150014823599169,0.3034813984991059,128,40.2,0.598,0.3282456101074006,176
TLR8,Q9NR97,58,771.1,8,0.00799,LYS,0.3109243694866181,0.006,0.0487806421002688,0.4737622294693151,0.2811326092655224,237,13.9,0.861,0.32799827931772574,177
SLC5A12,Q1EHB4,23,1414.7,15,0.007798,LYS,0.2857142854741897,0.003,0.0894954926458959,0.4623777053068484,0.2798476735754992,248,14.6,0.854,0.3278430740364473,178
TMEM63B,Q5T3F8,48,2214.9,15,0.007526,LYS,0.3109243694866181,0.006,0.1401170330539301,0.4462496294100207,0.3002797465338325,144,34.9,0.651,0.32752104658900055,179
TLR10,Q9BXR5,37,878.1,7,0.008509,LYS,0.2857142854741897,0.003,0.0555495808951447,0.5045360213459827,0.2823113948620141,226,15.4,0.846,0.3273988795210055,180
OR2C3,Q8N628,15,948.7,10,0.00873,LYS,0.2605042014617612,0.0,0.0600158152775581,0.5176400830121552,0.2774984500716185,261,11.2,0.888,0.3273912358479227,181
AMIGO2,Q86SJ2,16,917.0,17,0.00912,LYS,0.302521008149142,0.005,0.0580104380831883,0.5407648977171656,0.300641003999763,140,31.2,0.688,0.32727670870644754,182
GPR107,Q5VW38,36,2657.3,23,0.00752,LYS,0.2941176468116659,0.004,0.1681037482207812,0.4458938630299436,0.3018463420998838,132,38.0,0.62,0.32684576660780335,183
MRC2,Q9UBG0,78,2669.6,22,0.007051,LYS,0.2773109241367135,0.002,0.1688818598766408,0.4180847909872516,0.2870143649138531,201,25.5,0.745,0.32674457915765487,184
SLC6A18,Q96N87,17,1193.5,19,0.008089,LYS,0.2605042014617612,0.0,0.0755021350624703,0.479632374740587,0.2707420335256216,322,7.2,0.9279999999999999,0.32653520471550423,185
OR2T33,Q8NG76,18,1298.4,10,0.007911,LYS,0.2605042014617612,0.0,0.0821382255258579,0.4690779721316335,0.2695665398819519,336,6.6,0.9339999999999999,0.32648743120228213,186
SLC35F4,A4IF30,16,1090.0,11,0.010544,LYS,0.2605042014617612,-0.0,0.0689546101534081,0.6252001185887933,0.3124480992073649,108,41.7,0.583,0.3264628832048372,187
STT3B,Q8TCJ2,26,1511.9,10,0.007178,LYS,0.3193277308240944,0.007,0.0956444725604934,0.4256151793655499,0.2841089879074507,214,20.5,0.795,0.3263618423979685,188
OR2T12,Q8NG77,13,1241.1,12,0.007975,LYS,0.2605042014617612,0.0,0.0785133639095366,0.4728728135191223,0.2696175338133021,335,6.9,0.931,0.326048683064258,189
GPR183,P32249,20,325.1,8,0.009,LYS,0.2857142854741897,0.003,0.0205661869365807,0.533649570115624,0.2805504413053373,241,13.6,0.864,0.32598224852584656,190
PROKR1,Q8TCW9,17,2569.2,19,0.007818,LYS,0.252100840124285,-0.001,0.1625304444092993,0.4635635932404388,0.2886685473446354,189,27.0,0.73,0.3258853256763992,191
EPHB2,P29323,37,2301.9,15,0.004172,LYS,0.403361344198856,0.017,0.1456207496441562,0.2473762229469315,0.2792436294568687,251,21.1,0.7889999999999999,0.3256067510995793,192
OR2A25,A4D2G3,15,1397.8,11,0.008077,LYS,0.2605042014617612,0.0,0.0884263798829669,0.4789208419804328,0.2744058471437244,293,11.9,0.881,0.3255345949716147,193
OR8H1,Q8NGG4,13,653.8,10,0.008685,LYS,0.2605042014617612,0.0,0.0413601138699984,0.5149718351615772,0.2711012652941771,320,6.8,0.9319999999999999,0.3255274634630102,194
ADAM17,P78536,41,462.3,9,0.009289,LYS,0.3193277308240944,0.007,0.0292456112604776,0.5507856507560035,0.3017404709345821,133,32.8,0.672,0.32543480185557716,195
GRIK4,Q16099,43,1562.6,18,0.008659,LYS,0.2605042014617612,0.0,0.0988518108492804,0.5134301808479098,0.2878862780938615,193,24.0,0.76,0.325189558978378,196
ITGB1,P05556,24,445.9,12,0.007798,LYS,0.3193277308240944,0.007,0.0282081290526648,0.4623777053068484,0.2749068426374917,290,10.8,0.892,0.3250215708309446,197
SCNN1G,P51170,36,400.9,6,0.008159,LYS,0.3361344534990467,0.009,0.025361379092203,0.4837829825081529,0.2871970898797255,197,21.3,0.787,0.32490121807936545,198
GFRAL,Q6UXV0,17,1247.2,9,0.009232,LYS,0.2605042014617612,0.0,0.0788992566819547,0.5474058701452713,0.2920932186328723,173,26.9,0.7310000000000001,0.32479771505252064,199
FAM171A2,A8MVW0,20,2685.9,19,0.008212,LYS,0.3361344534990467,0.009,0.1699130159734303,0.4869255855321672,0.331505361851298,52,65.7,0.34299999999999997,0.32465235989973723,200
CLCA2,Q9UQC9,43,1486.3,19,0.007784,LYS,0.2689075627992374,0.001,0.0940249881385418,0.4615475837533352,0.2742347966872581,294,13.1,0.869,0.32461203935962946,201
OPN5,Q6U736,17,895.0,11,0.009055,LYS,0.2605042014617612,0.0,0.0566186936580737,0.5369107619329974,0.2822605172620258,228,17.8,0.822,0.32458976909228787,202
SLC19A3,Q9BZV2,10,1913.3,17,0.008695,LYS,0.2268907561118565,-0.004,0.1210374822078127,0.5155647791283723,0.2817369808455981,234,20.2,0.798,0.3244142040835867,203
ADCY9,O60503,67,4488.7,45,0.006576,LYS,0.2268907561118565,-0.004,0.2839601455005535,0.3899199525644826,0.2929203318642535,168,37.7,0.623,0.32437979643043646,204
TMEM161A,Q9NX61,23,256.0,6,0.008605,LYS,0.302521008149142,0.005,0.016194844219516,0.510228283427216,0.2789353415536764,253,14.0,0.86,0.3242978769748585,205
VN1R4,Q7Z5H5,16,2081.8,14,0.007772,LYS,0.2605042014617612,0.0,0.1316969792819864,0.4608360509931811,0.2819615896672547,231,21.6,0.784,0.32429457704450765,206
OR10H2,O60403,13,1014.8,12,0.008386,LYS,0.2605042014617612,0.0,0.0641973746639253,0.4972428105544025,0.2726337361502028,308,10.5,0.895,0.32424638554939467,207
OR2T8,A6NH00,19,1241.6,11,0.007862,LYS,0.2605042014617612,0.0,0.0785449944646528,0.4661725466943373,0.2676169429324015,351,7.1,0.929,0.3241831055245966,208
CCRL2,O00421,14,536.1,12,0.008414,LYS,0.3445378148365229,0.01,0.0339142811956349,0.4989030536614289,0.2976603263917283,151,31.4,0.6859999999999999,0.3240882829668307,209
SLC43A2,Q8N370,18,2354.2,16,0.006358,LYS,0.3109243694866181,0.006,0.1489293057093151,0.3769937740883486,0.2821466717339463,230,23.7,0.763,0.324050764555198,210
KDR,P35968,56,1872.9,13,0.008782,LYS,0.2605042014617612,-0.0,0.1184817333544203,0.52072339163949,0.2959632180828775,158,33.1,0.669,0.323801838427815,211
SLC6A6,P31641,24,1455.6,16,0.008098,LYS,0.2605042014617612,-0.0,0.0920828720544045,0.4801660243107025,0.2758763494942365,279,15.2,0.848,0.3236428382056134,212
OR2A12,Q8NGT7,22,171.0,6,0.009121,LYS,0.2605042014617612,0.0,0.0108176498497548,0.5408241921138452,0.2696942331737845,334,6.1,0.9390000000000001,0.32352781349500415,213
GPR148,Q8TDV2,19,2636.8,16,0.00738,LYS,0.2605042014617612,0.0,0.1668068954610153,0.4375926474948117,0.2855215434714525,208,27.1,0.729,0.32351670102362395,214
ABCA9,Q8IUA7,89,3979.3,36,0.006996,LYS,0.1932773107619518,-0.008,0.2517349359481259,0.4148235991698784,0.277278484840182,263,23.4,0.766,0.32347343934359046,215
DDR1,Q08345,39,1874.9,10,0.00475,LYS,0.4201680668738084,0.019,0.1186082555748853,0.2816483842276904,0.2881442186902961,191,29.6,0.704,0.3234533961352211,216
OR10H3,O60404,15,268.8,5,0.009212,LYS,0.2605042014617612,0.0,0.0170045864304918,0.5462199822116809,0.2731690511773563,304,9.5,0.905,0.3233328419936842,217
CORIN,Q9Y5Q5,38,1450.0,14,0.009671,LYS,0.252100840124285,-0.001,0.0917286098371026,0.5734361102875778,0.3003897520871181,142,35.9,0.641,0.32321290456652496,218
OR6C2,Q9NZP2,12,1454.6,13,0.007444,LYS,0.2605042014617612,0.0,0.092019610944172,0.4413874888823006,0.2642238105326462,382,6.1,0.9390000000000001,0.32302922601544315,219
OR52A1,Q9UKL2,10,993.8,10,0.007961,LYS,0.2605042014617612,0.0,0.0628688913490431,0.4720426919656091,0.2646751555791001,378,5.1,0.949,0.3229478109077316,220
SLC6A13,Q9NSD5,24,1615.4,16,0.008129,LYS,0.2352941174493327,-0.003,0.1021919974695556,0.4820041506077676,0.2693764914029301,337,10.6,0.894,0.32291157800007503,221
OR5D14,Q8NGL3,10,923.6,15,0.008132,LYS,0.2605042014617612,0.0,0.0584279614107227,0.4821820337978061,0.2663846791472631,362,6.4,0.9359999999999999,0.32285036738428474,222
GJB5,O95377,13,823.3,12,0.007593,LYS,0.3445378148365229,0.01,0.0520828720544045,0.4502223539875481,0.2885066937471949,190,26.0,0.74,0.3227686853059914,223
NUP210,Q8TEM1,87,754.2,6,0.005439,LYS,0.4117647055363322,0.018,0.0477115293373398,0.3225022235398754,0.2757700080776974,282,16.3,0.837,0.32275666162388705,224
SLC45A4,Q5BKX6,14,2485.8,18,0.007749,LYS,0.302521008149142,0.005,0.1572544678159101,0.4594722798695523,0.3060264275652955,121,45.2,0.548,0.32272676316436083,225
CD68,P34810,5,268.8,8,0.007784,LYS,0.4201680668738084,0.019,0.0170045864304918,0.4615475837533352,0.3116328778046715,111,44.9,0.5509999999999999,0.32264709527331425,226
SEMA5A,Q13591,34,1402.4,11,0.008369,LYS,0.2773109241367135,0.002,0.0887173809900363,0.4962348058108508,0.2864100256949515,204,25.4,0.746,0.3223327391975733,227
ERVMER34-1,Q9H9K5,18,2492.9,18,0.008662,LYS,0.3949579828613799,0.016,0.1577036216985608,0.5136080640379483,0.3593766988655047,31,91.7,0.08299999999999996,0.32224839652053827,228
CSF2RA,P15509,12,289.8,3,0.007753,LYS,0.3613445375114751,0.012,0.018333069745374,0.4597094574562703,0.2879505731650833,192,25.0,0.75,0.32189787341669607,229
ATP1A1,P05023,49,1010.2,13,0.006109,LYS,0.3361344534990467,0.009,0.0639063735568559,0.3622294693151496,0.2622945342612204,406,5.7,0.943,0.3216763381205105,230
PLXNC1,O60486,78,757.8,9,0.007782,LYS,0.3193277308240944,0.007,0.0479392693341768,0.4614289949599762,0.2805415716178836,242,19.9,0.801,0.3216037353286801,231
SLC28A3,Q9HAS3,28,549.4,10,0.007534,LYS,0.3445378148365229,0.01,0.034755653961727,0.4467239845834568,0.2822590174981643,229,21.1,0.7889999999999999,0.32159592752716526,232
OR2V1,Q8NHB1,10,952.3,7,0.008219,LYS,0.2605042014617612,0.0,0.060243555274395,0.4873406463089238,0.2684769410597001,343,10.2,0.898,0.32088469867116587,233
IL1RL2,Q9HB29,23,1562.1,11,0.006908,LYS,0.3193277308240944,0.007,0.0988201802941641,0.4096056922620812,0.2802588540965113,245,23.0,0.77,0.3208121829422026,234
OR13C4,Q8NGS5,19,1239.0,14,0.008143,LYS,0.2605042014617612,0.0,0.0783805155780484,0.4828342721612806,0.2725661169065032,309,15.1,0.849,0.32029919322535105,235
SLC39A12,Q504Y0,33,2145.8,21,0.008608,LYS,0.252100840124285,-0.001,0.1357456903368654,0.5104061666172546,0.29468589313595,163,36.6,0.634,0.31996054279887304,236
KCNV2,Q8TDN2,17,2341.9,16,0.007583,LYS,0.2605042014617612,-0.0,0.1481511940534556,0.449629410020753,0.283535861806967,219,28.1,0.719,0.31992918123284136,237
ANO7,Q6IWH7,42,2016.3,15,0.006517,LYS,0.302521008149142,0.005,0.1275533765617586,0.3864215831603913,0.2752008911763018,287,20.9,0.791,0.3198537616108251,238
CD24,P25063,2,62.5,1,0.000125,SER,0.7731092430478074,0.061,0.0039538193895302,0.0074117995849392,0.3126533829114638,107,53.8,0.4620000000000001,0.31982733077982645,239
BMPR1A,P36894,22,1091.1,10,0.008304,LYS,0.2773109241367135,0.002,0.0690241973746639,0.4923806700266824,0.2793458298750892,250,21.2,0.788,0.3196612501669195,240
GABRA3,P34903,18,959.0,6,0.007328,LYS,0.352941176173999,0.011,0.0606674047129527,0.434509338867477,0.2897294935437285,183,30.7,0.6930000000000001,0.31965696779165476,241
SLC22A2,O15244,30,1396.7,16,0.007506,LYS,0.2689075627992374,0.001,0.0883567926617112,0.4450637414764304,0.2675891853611374,352,12.3,0.877,0.31959062014735407,242
CNTNAP3,Q9BZ76,62,2163.2,19,0.008496,LYS,0.201680672099428,-0.007,0.1368464336549106,0.5037651941891491,0.2728557571929891,307,18.1,0.819,0.31948346387856025,243
TLR7,Q9NYK1,54,813.6,14,0.005193,LYS,0.3949579828613799,0.016,0.0514692392851494,0.307915801956715,0.2657987055171113,366,11.2,0.888,0.31945501627620654,244
GRM4,Q14833,31,1012.7,14,0.007744,LYS,0.2857142854741897,0.003,0.0640645263324371,0.4591758078861547,0.2712578144552534,317,14.7,0.853,0.3193133097872362,245
SLC17A5,Q9NRA2,21,1170.4,14,0.006972,LYS,0.3109243694866181,0.006,0.0740408034160999,0.4134005336495701,0.2706021489143482,324,15.2,0.848,0.3191859037575388,246
TMEM184A,Q6ZMB5,18,981.0,10,0.004453,LYS,0.4789915962361415,0.026,0.0620591491380673,0.2640379484138749,0.2894257677600393,185,33.4,0.666,0.3188742905275384,247
EPHA2,P29317,40,1608.7,9,0.0059,LYS,0.3361344534990467,0.009,0.1017681480309979,0.3498369404091313,0.2699353079316575,331,16.8,0.832,0.31883673823624853,248
DAGLB,Q8NCG7,34,1708.5,12,0.008484,LYS,0.2773109241367135,0.002,0.1080816068321999,0.5030536614289949,0.2942649501330438,165,36.6,0.634,0.3186467208547584,249
GRM8,O00222,33,1240.6,12,0.00677,LYS,0.3109243694866181,0.006,0.0784817333544203,0.4014230655203083,0.2683411874570658,344,14.1,0.859,0.3186238157067195,250
FCGR1A,P12314,9,151.0,4,0.004575,LYS,0.4789915962361415,0.026,0.0095524276451051,0.2712718648087756,0.2758439262306208,280,19.8,0.802,0.3185307531783749,251
ITGA6,P23229,57,1586.2,16,0.006108,LYS,0.3361344534990467,0.009,0.100344773050767,0.3621701749184701,0.2732082657903898,303,19.9,0.801,0.31839303436951394,252
CCR4,P51679,15,1480.7,19,0.00636,LYS,0.3361344534990467,0.009,0.0936707259212399,0.3771123628817076,0.2756887080405029,284,21.9,0.781,0.3181263672214652,253
OR2L5,Q8NG80,12,242.2,6,0.00851,LYS,0.2605042014617612,0.0,0.0153218408983077,0.5045953157426623,0.2601768275769954,427,3.8,0.962,0.3181218517167743,254
P2RY11,Q96G91,9,1302.0,15,0.008447,LYS,0.2436974787868088,-0.002,0.0823659655226949,0.5008597687518529,0.2724467117970879,311,17.1,0.829,0.3181188494201548,255
OR13C9,Q8NGT0,16,1476.6,13,0.007962,LYS,0.2605042014617612,0.0,0.0934113553692867,0.4721019863622887,0.2738556831041771,297,19.2,0.808,0.31802537371297457,256
ITGA4,P13612,55,1160.7,15,0.006835,LYS,0.3109243694866181,0.006,0.0734271706468448,0.4052772013044767,0.2679810593800437,346,14.2,0.858,0.3179709808404889,257
CDON,Q4KMG0,27,3545.1,25,0.007466,LYS,0.252100840124285,-0.001,0.224266961885181,0.4426919656092499,0.3009280142980433,138,48.4,0.516,0.3177883740113665,258
OR52E5,Q8NH55,14,1148.9,8,0.007766,LYS,0.2605042014617612,0.0,0.0726806895461015,0.460480284613104,0.2641499728324661,384,10.4,0.896,0.3177007485287229,259
SLC15A4,Q8N697,26,743.9,8,0.00891,LYS,0.252100840124285,-0.001,0.0470599399019452,0.5283130744144677,0.2734522403446379,301,16.8,0.832,0.31763154461770027,260
SLC17A1,Q14916,15,1553.4,13,0.007292,LYS,0.2605042014617612,0.0,0.0982698086351415,0.4323747405870144,0.2633950453513513,394,11.3,0.887,0.3174510982489125,261
SUSD1,Q6UWL2,26,384.0,6,0.008092,LYS,0.3193277308240944,0.007,0.024292266329274,0.4798102579306255,0.2789618496076076,252,21.6,0.784,0.3174049501698716,262
ELFN2,Q5R3F8,13,2141.7,16,0.008992,LYS,0.2857142854741897,0.003,0.1354863197849122,0.5331752149421879,0.3148841746078059,96,56.6,0.43399999999999994,0.31733969958698705,263
CDH16,O75309,25,443.4,6,0.008307,LYS,0.2941176468116659,0.004,0.0280499762770836,0.492558553216721,0.2738296175728077,298,17.2,0.8280000000000001,0.3172958075713884,264
PTPRF,P10586,71,1171.5,7,0.004789,LYS,0.3949579828613799,0.016,0.0741103906373556,0.2839608656981915,0.2654045700452161,369,14.2,0.858,0.3172586276172375,265
CD6,P30203,15,792.6,11,0.008522,LYS,0.3613445375114751,0.012,0.0501407559702672,0.5053068485028165,0.3111720963465151,113,50.7,0.493,0.3171395270458006,266
SLCO2B1,O94956,28,2147.3,17,0.007488,LYS,0.2605042014617612,0.0,0.1358405820022141,0.4439964423361991,0.2781527878862284,257,26.1,0.739,0.3168277556963304,267
SORCS2,Q96PQ0,67,3042.8,27,0.006291,LYS,0.252100840124285,-0.001,0.1924909062154041,0.3730210495108211,0.2704939227675815,327,22.6,0.774,0.31663782828582626,268
OR56B4,Q8NH76,11,1163.3,8,0.008447,LYS,0.2605042014617612,0.0,0.0735916495334493,0.5008597687518529,0.2765371060702951,275,21.9,0.781,0.3165689075596144,269
BACE2,Q9Y5Z0,21,892.4,14,0.007077,LYS,0.3361344534990467,0.009,0.0564542147714692,0.419626445300919,0.2772779794213351,264,23.2,0.768,0.3162899344813369,270
DISP1,Q96F81,57,3587.6,22,0.006861,LYS,0.2605042014617612,-0.0,0.2269555590700616,0.406818855618144,0.2943340049911662,164,44.7,0.5529999999999999,0.3162678521371709,271
OR51I2,Q9H344,9,638.5,8,0.00783,LYS,0.2605042014617612,0.0,0.0403922188834414,0.4642751260005929,0.2556018840499147,471,3.2,0.968,0.31616291767679705,272
SUSD3,Q96L08,3,20.5,1,0.008715,LYS,0.3865546215239037,0.015,0.0012968527597659,0.5167506670619626,0.31003610455608,114,49.0,0.51,0.31587084012678673,273
OR10G2,Q8NGC3,13,1074.2,11,0.00771,LYS,0.2605042014617612,0.0,0.0679550846117349,0.4571597983990512,0.2617361454879403,412,10.0,0.9,0.3158529454948997,274
FLVCR1,Q9Y5Y0,14,1434.6,22,0.006913,LYS,0.3277310921615705,0.008,0.0907543887395223,0.4099021642454787,0.2812894027601285,236,28.6,0.714,0.31580773993977607,275
ADAM18,Q9Y3Q7,36,1674.2,22,0.007926,LYS,0.2605042014617612,0.0,0.1059117507512256,0.4699673880818262,0.27696542223462,271,24.9,0.751,0.3155418427574406,276
QSOX1,O00391,24,1132.5,8,0.008045,LYS,0.302521008149142,0.005,0.0716432073382887,0.4770234212866883,0.2856083918471499,207,31.1,0.6890000000000001,0.3155311703753584,277
CACNA1G,O43497,99,5716.0,32,0.005216,LYS,0.2436974787868088,-0.002,0.3616005060888818,0.3092795730803439,0.2987430152654912,148,55.7,0.44299999999999995,0.3153941626721336,278
ADAM23,O75077,36,2475.5,24,0.008199,LYS,0.2184873947743803,-0.005,0.1566028783805155,0.4861547583753334,0.2802222489365068,246,29.6,0.704,0.3153901412790211,279
ULBP2,Q9BZM5,8,76.3,4,0.007586,LYS,0.3781512601864275,0.014,0.0048268227107385,0.4498072932107915,0.28765073885103,194,30.9,0.6910000000000001,0.31535281118116903,280
NIPAL3,Q6P499,14,940.0,10,0.007917,LYS,0.3109243694866181,0.006,0.0594654436185355,0.4694337385117106,0.2830395024337211,221,28.8,0.712,0.31522159703380465,281
FOLR1,P15328,8,345.6,6,0.002664,LYS,0.50420168024857,0.029,0.0218630396963466,0.1579602727542247,0.2556276658345994,470,7.4,0.9259999999999999,0.3151195681844597,282
