gene,confidence_tier,source_surfy,source_go,uniprot_id,description,length
PLD5,Tier2_SURFY_only,True,False,Q8N7P1,Inactive phospholipase D5,536
PLXNA3,Tier2_SURFY_only,True,False,P51805,Plexin-A3,1871
CX3CR1,Tier2_SURFY_only,True,False,P49238,CX3C chemokine receptor 1,355
PAM,Tier2_SURFY_only,True,False,P19021,Peptidyl-glycine alpha-amidating monooxygenase,973
PVRL3,Tier2_SURFY_only,True,False,Q9NQS3,Nectin-3,549
ABCA13,Tier2_SURFY_only,True,False,Q86UQ4,ATP-binding cassette sub-family A member 13,5058
ART4,Tier2_SURFY_only,True,False,Q93070,Ecto-ADP-ribosyltransferase 4,314
PCDHB10,Tier2_SURFY_only,True,False,Q9UN67,Protocadherin beta-10,800
RPN1,Tier2_SURFY_only,True,False,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,607
UPK1A,Tier2_SURFY_only,True,False,O00322,Uroplakin-1a,258
LPHN1,Tier2_SURFY_only,True,False,O94910,Latrophilin-1,1474
ADORA1,Tier2_SURFY_only,True,False,P30542,Adenosine receptor A1,326
LPHN3,Tier2_SURFY_only,True,False,Q9HAR2,Latrophilin-3,1447
SEMA5B,Tier2_SURFY_only,True,False,Q9P283,Semaphorin-5B,1151
SLC5A3,Tier2_SURFY_only,True,False,P53794,Sodium/myo-inositol cotransporter,718
PCDHA2,Tier2_SURFY_only,True,False,Q9Y5H9,Protocadherin alpha-2,948
SSTR1,Tier2_SURFY_only,True,False,P30872,Somatostatin receptor type 1,391
OR6C1,Tier2_SURFY_only,True,False,Q96RD1,Olfactory receptor 6C1,312
TNFRSF1B,Tier2_SURFY_only,True,False,P20333,Tumor necrosis factor receptor superfamily member 1B,461
SLC6A20,Tier2_SURFY_only,True,False,Q9NP91,Sodium- and chloride-dependent transporter XTRP3,592
TPCN1,Tier2_SURFY_only,True,False,Q9ULQ1,Two pore calcium channel protein 1,816
CASR,Tier2_SURFY_only,True,False,P41180,Extracellular calcium-sensing receptor,1078
CLDN11,Tier2_SURFY_only,True,False,O75508,Claudin-11,207
MMP17,Tier2_SURFY_only,True,False,Q9ULZ9,Matrix metalloproteinase-17,603
ENPP4,Tier2_SURFY_only,True,False,Q9Y6X5,Bis(5'-adenosyl)-triphosphatase ENPP4,453
GPR157,Tier2_SURFY_only,True,False,Q5UAW9,Probable G-protein coupled receptor 157,335
OR52A4,Tier2_SURFY_only,True,False,A6NMU1,Putative olfactory receptor 52A4,304
ZFYVE27,Tier2_SURFY_only,True,False,Q5T4F4,Protrudin,411
GPR151,Tier2_SURFY_only,True,False,Q8TDV0,Probable G-protein coupled receptor 151,419
RNF150,Tier2_SURFY_only,True,False,Q9ULK6,RING finger protein 150,438
SLC46A2,Tier2_SURFY_only,True,False,Q9BY10,Thymic stromal cotransporter homolog,475
TMEM213,Tier2_SURFY_only,True,False,A2RRL7,Transmembrane protein 213,107
DCC,Tier2_SURFY_only,True,False,P43146,Netrin receptor DCC,1447
FGFR4,Tier2_SURFY_only,True,False,P22455,Fibroblast growth factor receptor 4,802
ADORA3,Tier2_SURFY_only,True,False,P33765,Adenosine receptor A3,318
CSPG4,Tier2_SURFY_only,True,False,Q6UVK1,Chondroitin sulfate proteoglycan 4,2322
ABCC2,Tier2_SURFY_only,True,False,Q92887,Canalicular multispecific organic anion transporter 1,1545
HLA-DPA1,Tier2_SURFY_only,True,False,P20036,"HLA class II histocompatibility antigen, DP alpha 1 chain",260
ZP3,Tier2_SURFY_only,True,False,P21754,Zona pellucida sperm-binding protein 3,424
PTGER3,Tier2_SURFY_only,True,False,P43115,Prostaglandin E2 receptor EP3 subtype,390
OMG,Tier2_SURFY_only,True,False,P23515,Oligodendrocyte-myelin glycoprotein,440
OR51A4,Tier2_SURFY_only,True,False,Q8NGJ6,Olfactory receptor 51A4,313
SLC22A6,Tier2_SURFY_only,True,False,Q4U2R8,Solute carrier family 22 member 6,563
LRRC24,Tier2_SURFY_only,True,False,Q50LG9,Leucine-rich repeat-containing protein 24,513
FCRL1,Tier2_SURFY_only,True,False,Q96LA6,Fc receptor-like protein 1,429
XPNPEP2,Tier2_SURFY_only,True,False,O43895,Xaa-Pro aminopeptidase 2,674
GPR119,Tier2_SURFY_only,True,False,Q8TDV5,Glucose-dependent insulinotropic receptor,335
LRP4,Tier2_SURFY_only,True,False,O75096,Low-density lipoprotein receptor-related protein 4,1905
NEO1,Tier2_SURFY_only,True,False,Q92859,Neogenin,1461
OR10J1,Tier2_SURFY_only,True,False,P30954,Olfactory receptor 10J1,320
OR2A2,Tier2_SURFY_only,True,False,Q6IF42,Olfactory receptor 2A2,318
OR9A1P,Tier2_SURFY_only,True,False,Q8NGU1,Putative olfactory receptor 9A1,263
EMCN,Tier2_SURFY_only,True,False,Q9ULC0,Endomucin,261
CD164L2,Tier2_SURFY_only,True,False,Q6UWJ8,CD164 sialomucin-like 2 protein,174
IGDCC4,Tier2_SURFY_only,True,False,Q8TDY8,Immunoglobulin superfamily DCC subclass member 4,1250
CLDN6,Tier2_SURFY_only,True,False,P56747,Claudin-6,220
NPY6R,Tier2_SURFY_only,True,False,Q99463,Putative neuropeptide Y receptor type 6,290
OR5K1,Tier2_SURFY_only,True,False,Q8NHB7,Olfactory receptor 5K1,308
PTPRS,Tier2_SURFY_only,True,False,Q13332,Receptor-type tyrosine-protein phosphatase S,1948
GPR27,Tier2_SURFY_only,True,False,Q9NS67,Probable G-protein coupled receptor 27,375
GABRA5,Tier2_SURFY_only,True,False,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,462
MUC4,Tier2_SURFY_only,True,False,Q99102,Mucin-4,2169
PTCHD1,Tier2_SURFY_only,True,False,Q96NR3,Patched domain-containing protein 1,888
OR1B1,Tier2_SURFY_only,True,False,Q8NGR6,Olfactory receptor 1B1,318
SLC51B,Tier2_SURFY_only,True,False,Q86UW2,Organic solute transporter subunit beta,128
OR1L4,Tier2_SURFY_only,True,False,Q8NGR5,Olfactory receptor 1L4,311
PCDHGA7,Tier2_SURFY_only,True,False,Q9Y5G6,Protocadherin gamma-A7,932
GABRP,Tier2_SURFY_only,True,False,O00591,Gamma-aminobutyric acid receptor subunit pi,440
GPR162,Tier2_SURFY_only,True,False,Q16538,Probable G-protein coupled receptor 162,588
PCDHGB3,Tier2_SURFY_only,True,False,Q9Y5G1,Protocadherin gamma-B3,929
ADRA1D,Tier2_SURFY_only,True,False,P25100,Alpha-1D adrenergic receptor,572
SLC4A8,Tier2_SURFY_only,True,False,Q2Y0W8,Electroneutral sodium bicarbonate exchanger 1,1093
SLCO4C1,Tier2_SURFY_only,True,False,Q6ZQN7,Solute carrier organic anion transporter family member 4C1,724
CADM2,Tier2_SURFY_only,True,False,Q8N3J6,Cell adhesion molecule 2,435
AQP1,Tier2_SURFY_only,True,False,P29972,Aquaporin-1,269
AGTR1,Tier2_SURFY_only,True,False,P30556,Type-1 angiotensin II receptor,359
IL6ST,Tier2_SURFY_only,True,False,P40189,Interleukin-6 receptor subunit beta,918
TLR3,Tier2_SURFY_only,True,False,O15455,Toll-like receptor 3,904
IFNGR2,Tier2_SURFY_only,True,False,P38484,Interferon gamma receptor 2,337
SLC22A16,Tier2_SURFY_only,True,False,Q86VW1,Solute carrier family 22 member 16,577
SLC19A1,Tier2_SURFY_only,True,False,P41440,Folate transporter 1,591
OR51T1,Tier2_SURFY_only,True,False,Q8NGJ9,Olfactory receptor 51T1,327
IL2RG,Tier2_SURFY_only,True,False,P31785,Cytokine receptor common subunit gamma,369
TMIGD2,Tier2_SURFY_only,True,False,Q96BF3,Transmembrane and immunoglobulin domain-containing protein 2,282
ATP1A2,Tier2_SURFY_only,True,False,P50993,Sodium/potassium-transporting ATPase subunit alpha-2,1020
NPY4R,Tier2_SURFY_only,True,False,P50391,Neuropeptide Y receptor type 4,375
SLITRK3,Tier2_SURFY_only,True,False,O94933,SLIT and NTRK-like protein 3,977
SPPL2B,Tier2_SURFY_only,True,False,Q8TCT7,Signal peptide peptidase-like 2B,592
FFAR2,Tier2_SURFY_only,True,False,O15552,Free fatty acid receptor 2,330
HTR7,Tier2_SURFY_only,True,False,P34969,5-hydroxytryptamine receptor 7,479
HTR1D,Tier2_SURFY_only,True,False,P28221,5-hydroxytryptamine receptor 1D,377
ATP2B4,Tier2_SURFY_only,True,False,P23634,Plasma membrane calcium-transporting ATPase 4,1241
RPRML,Tier2_SURFY_only,True,False,Q8N4K4,Reprimo-like protein,120
SLC29A3,Tier2_SURFY_only,True,False,Q9BZD2,Equilibrative nucleoside transporter 3,475
TAS2R1,Tier2_SURFY_only,True,False,Q9NYW7,Taste receptor type 2 member 1,299
CEACAM3,Tier2_SURFY_only,True,False,P40198,Carcinoembryonic antigen-related cell adhesion molecule 3,252
IGFLR1,Tier2_SURFY_only,True,False,Q9H665,IGF-like family receptor 1,355
DGCR2,Tier2_SURFY_only,True,False,P98153,Integral membrane protein DGCR2/IDD,550
GPR108,Tier2_SURFY_only,True,False,Q9NPR9,Protein GPR108,543
VSTM1,Tier2_SURFY_only,True,False,Q6UX27,V-set and transmembrane domain-containing protein 1,236
OR6C70,Tier2_SURFY_only,True,False,A6NIJ9,Olfactory receptor 6C70,312
TMEM182,Tier2_SURFY_only,True,False,Q6ZP80,Transmembrane protein 182,229
PCDHB8,Tier2_SURFY_only,True,False,Q9UN66,Protocadherin beta-8,801
PCDHGA1,Tier2_SURFY_only,True,False,Q9Y5H4,Protocadherin gamma-A1,931
OPRD1,Tier2_SURFY_only,True,False,P41143,Delta-type opioid receptor,372
SLC26A9,Tier2_SURFY_only,True,False,Q7LBE3,Solute carrier family 26 member 9,791
EDA,Tier2_SURFY_only,True,False,Q92838,Ectodysplasin-A,391
TAAR6,Tier2_SURFY_only,True,False,Q96RI8,Trace amine-associated receptor 6,345
MRC2,Tier2_SURFY_only,True,False,Q9UBG0,C-type mannose receptor 2,1479
SLC6A1,Tier2_SURFY_only,True,False,P30531,Sodium- and chloride-dependent GABA transporter 1,599
TAS2R39,Tier2_SURFY_only,True,False,P59534,Taste receptor type 2 member 39,338
FAM174A,Tier2_SURFY_only,True,False,Q8TBP5,Membrane protein FAM174A,190
SUSD3,Tier2_SURFY_only,True,False,Q96L08,Sushi domain-containing protein 3,255
CHRM2,Tier2_SURFY_only,True,False,P08172,Muscarinic acetylcholine receptor M2,466
GPR179,Tier2_SURFY_only,True,False,Q6PRD1,Probable G-protein coupled receptor 179,2367
SPNS3,Tier2_SURFY_only,True,False,Q6ZMD2,Protein spinster homolog 3,512
IL22RA1,Tier2_SURFY_only,True,False,Q8N6P7,Interleukin-22 receptor subunit alpha-1,574
OR8G5,Tier2_SURFY_only,True,False,Q8NG78,Olfactory receptor 8G5,346
FLRT3,Tier2_SURFY_only,True,False,Q9NZU0,Leucine-rich repeat transmembrane protein FLRT3,649
FRRS1,Tier2_SURFY_only,True,False,Q6ZNA5,Ferric-chelate reductase 1,592
TRHR,Tier2_SURFY_only,True,False,P34981,Thyrotropin-releasing hormone receptor,398
SLC2A2,Tier2_SURFY_only,True,False,P11168,"Solute carrier family 2, facilitated glucose transporter member 2",524
CDH13,Tier2_SURFY_only,True,False,P55290,Cadherin-13,713
SIGLEC16,Tier2_SURFY_only,True,False,A6NMB1,Sialic acid-binding Ig-like lectin 16,481
OR4K13,Tier2_SURFY_only,True,False,Q8NH42,Olfactory receptor 4K13,304
GABRB2,Tier2_SURFY_only,True,False,P47870,Gamma-aminobutyric acid receptor subunit beta-2,512
GPC6,Tier2_SURFY_only,True,False,Q9Y625,Glypican-6,555
SLC6A13,Tier2_SURFY_only,True,False,Q9NSD5,Sodium- and chloride-dependent GABA transporter 2,602
FZD9,Tier2_SURFY_only,True,False,O00144,Frizzled-9,591
TEX101,Tier2_SURFY_only,True,False,Q9BY14,Testis-expressed sequence 101 protein,249
CDH17,Tier2_SURFY_only,True,False,Q12864,Cadherin-17,832
LRRTM4,Tier2_SURFY_only,True,False,Q86VH4,Leucine-rich repeat transmembrane neuronal protein 4,590
CCR6,Tier2_SURFY_only,True,False,P51684,C-C chemokine receptor type 6,374
ERVK-7,Tier2_SURFY_only,True,False,P61567,Endogenous retrovirus group K member 7 Env polyprotein,588
TFPI,Tier2_SURFY_only,True,False,P10646,Tissue factor pathway inhibitor,304
CLSTN2,Tier2_SURFY_only,True,False,Q9H4D0,Calsyntenin-2,955
MMP14,Tier2_SURFY_only,True,False,P50281,Matrix metalloproteinase-14,582
LRP10,Tier2_SURFY_only,True,False,Q7Z4F1,Low-density lipoprotein receptor-related protein 10,713
OR4Q3,Tier2_SURFY_only,True,False,Q8NH05,Olfactory receptor 4Q3,313
IZUMO1R,Tier2_SURFY_only,True,False,A6ND01,Sperm-egg fusion protein Juno,250
ATP13A2,Tier2_SURFY_only,True,False,Q9NQ11,Probable cation-transporting ATPase 13A2,1180
NLGN4X,Tier2_SURFY_only,True,False,Q8N0W4,"Neuroligin-4, X-linked",816
KIAA1324L,Tier2_SURFY_only,True,False,A8MWY0,UPF0577 protein KIAA1324-like,1029
IL1R1,Tier2_SURFY_only,True,False,P14778,Interleukin-1 receptor type 1,569
GPR124,Tier2_SURFY_only,True,False,Q96PE1,G-protein coupled receptor 124,1338
OR13C4,Tier2_SURFY_only,True,False,Q8NGS5,Olfactory receptor 13C4,318
OR10A2,Tier2_SURFY_only,True,False,Q9H208,Olfactory receptor 10A2,303
CD79A,Tier2_SURFY_only,True,False,P11912,B-cell antigen receptor complex-associated protein alpha chain,226
TNFSF13B,Tier2_SURFY_only,True,False,Q9Y275,Tumor necrosis factor ligand superfamily member 13B,285
CD163,Tier2_SURFY_only,True,False,Q86VB7,Scavenger receptor cysteine-rich type 1 protein M130,1156
SEMA4F,Tier2_SURFY_only,True,False,O95754,Semaphorin-4F,770
FZD5,Tier2_SURFY_only,True,False,Q13467,Frizzled-5,585
CD97,Tier2_SURFY_only,True,False,P48960,CD97 antigen,835
OR2AT4,Tier2_SURFY_only,True,False,A6NND4,Olfactory receptor 2AT4,320
AQP2,Tier2_SURFY_only,True,False,P41181,Aquaporin-2,271
LRRC19,Tier2_SURFY_only,True,False,Q9H756,Leucine-rich repeat-containing protein 19,370
HFE,Tier2_SURFY_only,True,False,Q30201,Hereditary hemochromatosis protein,348
SLC17A9,Tier2_SURFY_only,True,False,Q9BYT1,Solute carrier family 17 member 9,436
OR11A1,Tier2_SURFY_only,True,False,Q9GZK7,Olfactory receptor 11A1,315
OR1I1,Tier2_SURFY_only,True,False,O60431,Olfactory receptor 1I1,355
PTGDR,Tier2_SURFY_only,True,False,Q13258,Prostaglandin D2 receptor,359
OR1P1,Tier2_SURFY_only,True,False,Q8NH06,Olfactory receptor 1P1,330
LRRN2,Tier2_SURFY_only,True,False,O75325,Leucine-rich repeat neuronal protein 2,713
CA14,Tier2_SURFY_only,True,False,Q9ULX7,Carbonic anhydrase 14,337
IL13RA1,Tier2_SURFY_only,True,False,P78552,Interleukin-13 receptor subunit alpha-1,427
GUCY2C,Tier2_SURFY_only,True,False,P25092,Heat-stable enterotoxin receptor,1073
TMEM211,Tier2_SURFY_only,True,False,Q6ICI0,Transmembrane protein 211,200
GPR149,Tier2_SURFY_only,True,False,Q86SP6,Probable G-protein coupled receptor 149,731
PMEPA1,Tier2_SURFY_only,True,False,Q969W9,Protein TMEPAI,287
OR8K3,Tier2_SURFY_only,True,False,Q8NH51,Olfactory receptor 8K3,312
GRAMD1B,Tier2_SURFY_only,True,False,Q3KR37,GRAM domain-containing protein 1B,738
IGSF5,Tier2_SURFY_only,True,False,Q9NSI5,Immunoglobulin superfamily member 5,407
TSPAN6,Tier2_SURFY_only,True,False,O43657,Tetraspanin-6,245
HEG1,Tier2_SURFY_only,True,False,Q9ULI3,Protein HEG homolog 1,1381
SLCO1A2,Tier2_SURFY_only,True,False,P46721,Solute carrier organic anion transporter family member 1A2,670
HTR4,Tier2_SURFY_only,True,False,Q13639,5-hydroxytryptamine receptor 4,388
RXFP3,Tier2_SURFY_only,True,False,Q9NSD7,Relaxin-3 receptor 1,469
ATP1B1,Tier2_SURFY_only,True,False,P05026,Sodium/potassium-transporting ATPase subunit beta-1,303
CD9,Tier2_SURFY_only,True,False,P21926,CD9 antigen,228
ATRNL1,Tier2_SURFY_only,True,False,Q5VV63,Attractin-like protein 1,1379
GRIN2D,Tier2_SURFY_only,True,False,O15399,"Glutamate receptor ionotropic, NMDA 2D",1336
CACNG7,Tier2_SURFY_only,True,False,P62955,Voltage-dependent calcium channel gamma-7 subunit,275
OR1Q1,Tier2_SURFY_only,True,False,Q15612,Olfactory receptor 1Q1,314
MFSD11,Tier2_SURFY_only,True,False,O43934,UNC93-like protein MFSD11,449
OR52N2,Tier2_SURFY_only,True,False,Q8NGI0,Olfactory receptor 52N2,321
ITGAL,Tier2_SURFY_only,True,False,P20701,Integrin alpha-L,1170
KCNV2,Tier2_SURFY_only,True,False,Q8TDN2,Potassium voltage-gated channel subfamily V member 2,545
VSIG2,Tier2_SURFY_only,True,False,Q96IQ7,V-set and immunoglobulin domain-containing protein 2,327
SLC9A7,Tier2_SURFY_only,True,False,Q96T83,Sodium/hydrogen exchanger 7,725
GABRG2,Tier2_SURFY_only,True,False,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,467
TNFRSF18,Tier2_SURFY_only,True,False,Q9Y5U5,Tumor necrosis factor receptor superfamily member 18,241
KISS1R,Tier2_SURFY_only,True,False,Q969F8,KiSS-1 receptor,398
KIR3DL1,Tier2_SURFY_only,True,False,P43629,Killer cell immunoglobulin-like receptor 3DL1,444
TARM1,Tier2_SURFY_only,True,False,B6A8C7,"T-cell-interacting, activating receptor on myeloid cells protein 1",271
OR7G3,Tier2_SURFY_only,True,False,Q8NG95,Olfactory receptor 7G3,312
STS,Tier2_SURFY_only,True,False,P08842,Steryl-sulfatase,583
CD70,Tier2_SURFY_only,True,False,P32970,CD70 antigen,193
SPPL2C,Tier2_SURFY_only,True,False,Q8IUH8,Signal peptide peptidase-like 2C,684
OR1L8,Tier2_SURFY_only,True,False,Q8NGR8,Olfactory receptor 1L8,309
OPALIN,Tier2_SURFY_only,True,False,Q96PE5,Opalin,141
ART1,Tier2_SURFY_only,True,False,P52961,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,327
OR5G3,Tier2_SURFY_only,True,False,P0C626,Olfactory receptor 5G3,314
IL1RL1,Tier2_SURFY_only,True,False,Q01638,Interleukin-1 receptor-like 1,556
SLC9A6,Tier2_SURFY_only,True,False,Q92581,Sodium/hydrogen exchanger 6,669
GPM6A,Tier2_SURFY_only,True,False,P51674,Neuronal membrane glycoprotein M6-a,278
ACKR4,Tier2_SURFY_only,True,False,Q9NPB9,Atypical chemokine receptor 4,350
BTN3A1,Tier2_SURFY_only,True,False,O00481,Butyrophilin subfamily 3 member A1,513
SDC1,Tier2_SURFY_only,True,False,P18827,Syndecan-1,310
HRH1,Tier2_SURFY_only,True,False,P35367,Histamine H1 receptor,487
OR1C1,Tier2_SURFY_only,True,False,Q15619,Olfactory receptor 1C1,314
CLDN7,Tier2_SURFY_only,True,False,O95471,Claudin-7,211
PROKR1,Tier2_SURFY_only,True,False,Q8TCW9,Prokineticin receptor 1,393
OR10J3,Tier2_SURFY_only,True,False,Q5JRS4,Olfactory receptor 10J3,329
TCTN3,Tier2_SURFY_only,True,False,Q6NUS6,Tectonic-3,607
OR56B4,Tier2_SURFY_only,True,False,Q8NH76,Olfactory receptor 56B4,319
ADAM7,Tier2_SURFY_only,True,False,Q9H2U9,Disintegrin and metalloproteinase domain-containing protein 7,754
TSPAN8,Tier2_SURFY_only,True,False,P19075,Tetraspanin-8,237
OR2T27,Tier2_SURFY_only,True,False,Q8NH04,Olfactory receptor 2T27,317
CRB3,Tier2_SURFY_only,True,False,Q9BUF7,Protein crumbs homolog 3,120
SORL1,Tier2_SURFY_only,True,False,Q92673,Sortilin-related receptor,2214
OR8B2,Tier2_SURFY_only,True,False,Q96RD0,Olfactory receptor 8B2,313
SLAMF8,Tier2_SURFY_only,True,False,Q9P0V8,SLAM family member 8,285
OR2D2,Tier2_SURFY_only,True,False,Q9H210,Olfactory receptor 2D2,308
IL2RB,Tier2_SURFY_only,True,False,P14784,Interleukin-2 receptor subunit beta,551
LHFPL5,Tier2_SURFY_only,True,False,Q8TAF8,Tetraspan membrane protein of hair cell stereocilia,219
TMEM123,Tier2_SURFY_only,True,False,Q8N131,Porimin,208
CEACAM8,Tier2_SURFY_only,True,False,P31997,Carcinoembryonic antigen-related cell adhesion molecule 8,349
KCNA3,Tier2_SURFY_only,True,False,P22001,Potassium voltage-gated channel subfamily A member 3,575
CYSLTR2,Tier2_SURFY_only,True,False,Q9NS75,Cysteinyl leukotriene receptor 2,346
OR11H2,Tier2_SURFY_only,True,False,Q8NH07,Olfactory receptor 11H2,326
GPR55,Tier2_SURFY_only,True,False,Q9Y2T6,G-protein coupled receptor 55,319
SIGLEC1,Tier2_SURFY_only,True,False,Q9BZZ2,Sialoadhesin,1709
ATP2B2,Tier2_SURFY_only,True,False,Q01814,Plasma membrane calcium-transporting ATPase 2,1243
SEMA6D,Tier2_SURFY_only,True,False,Q8NFY4,Semaphorin-6D,1073
GRM2,Tier2_SURFY_only,True,False,Q14416,Metabotropic glutamate receptor 2,872
OR2T1,Tier2_SURFY_only,True,False,O43869,Olfactory receptor 2T1,369
SLC44A3,Tier2_SURFY_only,True,False,Q8N4M1,Choline transporter-like protein 3,653
SLCO5A1,Tier2_SURFY_only,True,False,Q9H2Y9,Solute carrier organic anion transporter family member 5A1,848
CD300LF,Tier2_SURFY_only,True,False,Q8TDQ1,CMRF35-like molecule 1,290
PIK3IP1,Tier2_SURFY_only,True,False,Q96FE7,Phosphoinositide-3-kinase-interacting protein 1,263
OR7D4,Tier2_SURFY_only,True,False,Q8NG98,Olfactory receptor 7D4,312
GABRR1,Tier2_SURFY_only,True,False,P24046,Gamma-aminobutyric acid receptor subunit rho-1,479
OR1D5,Tier2_SURFY_only,True,False,P58170,Olfactory receptor 1D5,312
SLC44A1,Tier2_SURFY_only,True,False,Q8WWI5,Choline transporter-like protein 1,657
SLC4A10,Tier2_SURFY_only,True,False,Q6U841,Sodium-driven chloride bicarbonate exchanger,1118
SLC5A5,Tier2_SURFY_only,True,False,Q92911,Sodium/iodide cotransporter,643
OR10H5,Tier2_SURFY_only,True,False,Q8NGA6,Olfactory receptor 10H5,315
OR5P2,Tier2_SURFY_only,True,False,Q8WZ92,Olfactory receptor 5P2,322
OR2C1,Tier2_SURFY_only,True,False,O95371,Olfactory receptor 2C1,312
EFNA2,Tier2_SURFY_only,True,False,O43921,Ephrin-A2,213
EVA1C,Tier2_SURFY_only,True,False,P58658,Protein eva-1 homolog C,441
IGSF11,Tier2_SURFY_only,True,False,Q5DX21,Immunoglobulin superfamily member 11,431
IL1RAP,Tier2_SURFY_only,True,False,Q9NPH3,Interleukin-1 receptor accessory protein,570
FNDC4,Tier2_SURFY_only,True,False,Q9H6D8,Fibronectin type III domain-containing protein 4,234
M6PR,Tier2_SURFY_only,True,False,P20645,Cation-dependent mannose-6-phosphate receptor,277
PCDH1,Tier2_SURFY_only,True,False,Q08174,Protocadherin-1,1060
NALCN,Tier2_SURFY_only,True,False,Q8IZF0,Sodium leak channel non-selective protein,1738
TLR9,Tier2_SURFY_only,True,False,Q9NR96,Toll-like receptor 9,1032
SLCO1B7,Tier2_SURFY_only,True,False,G3V0H7,Putative solute carrier organic anion transporter family member 1B7,640
BACE1,Tier2_SURFY_only,True,False,P56817,Beta-secretase 1,501
ITGA5,Tier2_SURFY_only,True,False,P08648,Integrin alpha-5,1049
AGTR2,Tier2_SURFY_only,True,False,P50052,Type-2 angiotensin II receptor,363
GRM4,Tier2_SURFY_only,True,False,Q14833,Metabotropic glutamate receptor 4,912
LRIG3,Tier2_SURFY_only,True,False,Q6UXM1,Leucine-rich repeats and immunoglobulin-like domains protein 3,1119
CLEC14A,Tier2_SURFY_only,True,False,Q86T13,C-type lectin domain family 14 member A,490
FPR1,Tier2_SURFY_only,True,False,P21462,fMet-Leu-Phe receptor,350
CD7,Tier2_SURFY_only,True,False,P09564,T-cell antigen CD7,240
SHISA6,Tier2_SURFY_only,True,False,Q6ZSJ9,Protein shisa-6 homolog,500
TNFSF11,Tier2_SURFY_only,True,False,O14788,Tumor necrosis factor ligand superfamily member 11,317
ITGA9,Tier2_SURFY_only,True,False,Q13797,Integrin alpha-9,1035
PVRL4,Tier2_SURFY_only,True,False,Q96NY8,Nectin-4,510
CDH20,Tier2_SURFY_only,True,False,Q9HBT6,Cadherin-20,801
NCR3,Tier2_SURFY_only,True,False,O14931,Natural cytotoxicity triggering receptor 3,201
OR13C3,Tier2_SURFY_only,True,False,Q8NGS6,Olfactory receptor 13C3,347
LY6D,Tier2_SURFY_only,True,False,Q14210,Lymphocyte antigen 6D,128
OR5D13,Tier2_SURFY_only,True,False,Q8NGL4,Olfactory receptor 5D13,314
LRFN5,Tier2_SURFY_only,True,False,Q96NI6,Leucine-rich repeat and fibronectin type-III domain-containing protein 5,719
