gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,composite_primary,rank_primary,pu_score_v2,pu_score_v2_rank,maxITSI,best_cancer_ind,FC_best,P_tumor_best,pu_score_v3,pu_score_fused,pu_rank_fused,known_target
ATP13A2,98,0.3139095041334894,0.3193277308240944,0.2208318835995572,0.3997628224132818,0.006742,65,30,LYS,Q9NQ11,4.824,1.0,-0.0371736732468807,Non-essential,79.6,17.7,10.3,0.3642133822916428,79,0.3602549764716206,74,0.6412387645179025,363,0.3808,Cholangiocarcinoma,2.154,1.0,0.4508537677009116,0.7406957928802589,642,0
CCR6,80,0.3188273559757369,0.3697478988489514,0.0945753597975644,0.4751852949896235,0.008014,9,19,LYS,P51684,-1.165,0.286,0.0517808793587361,Non-essential,79.6,23.3,15.2,0.3635519282939299,80,0.3532806962838081,89,0.7728246756127127,102,2.3519,Pancreatic,10.513,0.633,0.8587701338091771,0.9789644012944984,53,0
GPR39,56,0.3279374101806823,0.4873949575736176,0.1618535505298118,0.2814112066409724,0.004746,18,19,LYS,O43194,1.164,0.677,0.0470182572933783,Non-essential,76.1,32.9,22.1,0.3635044244434622,81,0.3565971019699528,80,0.7415255268711541,151,1.1093,Uterine,5.866,0.887,0.7387004397118327,0.941747572815534,145,0
NRP2,68,0.3242207000341607,0.302521008149142,0.1921682745532184,0.4852060480284612,0.008183,28,19,LYS,O60462,3.683,0.975,-0.0082061486580014,Non-essential,78.6,27.0,18.6,0.3632259334976196,82,0.3578343472252805,77,0.6963390708646889,233,0.9095,Pancreatic,5.093,0.994,0.7176143700306984,0.9178802588996764,204,0
SGCZ,104,0.3127392768003659,0.2605042014617612,0.1805092519373715,0.5146160687815,0.008679,5,10,LYS,Q96LD1,-9.966,0.013,0.1229343118500815,Non-essential,80.5,17.4,10.4,0.3625578006913343,83,0.3565832632882029,81,0.3558158932780559,1478,0.3693,Thymoma,5.931,0.153,0.3015224348170699,0.39522653721682843,1496,0
EGFR,59,0.3271376104720684,0.252100840124285,0.2977573936422584,0.4565668544322561,0.0077,49,35,LYS,P00533,3.552,0.932,-0.1302986571891825,Non-essential,75.9,29.3,22.8,0.3625163560621284,84,0.3624042257442412,65,0.6564372606214437,329,0.856,Glioblastoma,4.688,1.0,0.7128497901020594,0.8988673139158576,251,1
CD109,115,0.3095389465102891,0.2857142854741897,0.1288755337656175,0.5219685739697598,0.008803,65,34,LYS,Q6YHK3,1.556,0.758,0.0087860699252724,Non-essential,81.3,15.4,8.0,0.3623110268498107,85,0.3537548035380916,87,0.5411680121131066,651,0.815,Pancreatic,4.898,0.927,0.4377812530643453,0.669093851132686,819,0
ATP1A3,160,0.2957168245426622,0.2857142854741897,0.1487964573778269,0.455973910465461,0.00769,45,20,LYS,P13637,-1.355,0.299,-0.1100081294289266,Non-essential,88.8,4.6,2.1,0.3615925918767883,86,0.3540324147456797,86,0.7303063155615673,172,2.2805,Pheochromocytoma,10.511,0.994,0.6972810713882844,0.9207119741100324,197,0
SLC22A11,143,0.3003701451241418,0.2941176468116659,0.1898655701407559,0.4192113845241624,0.00707,24,12,LYS,Q9NSA0,-3.816,0.143,-0.0675258235313329,Non-essential,87.6,8.9,0.5,0.3613104150503126,87,0.3558036935573505,82,0.4045487940946894,1253,0.5651,Colorectal,3.702,0.432,0.5803250166331412,0.6338996763754046,906,0
TRPV4,57,0.3274833074337279,0.3949579828613799,0.0940249881385418,0.470975392825378,0.007943,43,16,LYS,Q9HBA0,1.112,0.692,-0.101548366970855,Non-essential,71.6,33.3,25.4,0.3611853892424629,88,0.3508866386493899,93,0.6010701371521363,475,0.8686,Sarcoma,5.763,0.798,0.6637700749466848,0.8450647249190939,384,0
FRRS1,146,0.2997253789032278,0.3109243694866181,0.0661078601929463,0.518410910168989,0.008743,20,11,LYS,Q6ZNA5,1.085,0.713,-0.0545623186473155,Non-essential,88.3,8.8,3.5,0.3611532219108002,89,0.3494586149204474,95,0.2335178856839234,1899,0.4313,Kidney Clear Cell,2.799,0.858,0.3275996632492015,0.3228155339805825,1675,0
ABCA4,85,0.3179520114598057,0.2689075627992374,0.3220496599715325,0.3792469611621701,0.006396,148,26,LYS,P78363,-1.994,0.201,-0.1424312693913456,Non-essential,75.7,23.3,8.0,0.3611418022631587,90,0.3622442852617353,68,0.4533923266870829,1025,0.2031,Ovarian,1.863,0.523,0.3743982730331779,0.5412621359223301,1135,0
IGF1R,82,0.3182889843370758,0.2857142854741897,0.1592282144551637,0.5207826860361695,0.008783,55,16,LYS,P08069,3.186,0.945,-0.1785887649551847,Non-essential,78.0,24.8,15.7,0.3602027250387997,91,0.3531641357615578,90,0.4926723403993721,857,0.5096,Cholangiocarcinoma,3.459,0.833,0.6278017296003429,0.7512135922330097,616,0
ICAM3,131,0.3025039942217187,0.3781512601864275,0.0013284833148821,0.5028164838422768,0.00848,6,3,LYS,P32942,4.039,0.995,-0.0558054541686475,Non-essential,87.1,13.2,10.2,0.3601891828545394,92,0.3452556070202834,104,0.5369633774601015,677,0.5638,Thymoma,3.19,1.0,0.6135423692253626,0.7766990291262136,553,0
SLC6A14,172,0.2923330638254246,0.5798319322858556,0.0353692867309821,0.165965016305959,0.002799,20,12,LYS,Q9UN76,-2.114,0.368,0.0880369915465942,Non-essential,89.5,8.1,6.2,0.3601747520592847,93,0.3469432163958338,102,0.7444272099594339,145,2.9819,Pancreatic,10.021,0.893,0.7598672727776816,0.9518608414239482,120,0
MFSD11,137,0.3010041943250917,0.2857142854741897,0.1265158943539459,0.4958790394307737,0.008363,18,14,LYS,O43934,4.037,1.0,-0.1548111950105668,Non-essential,87.7,10.5,4.7,0.3600987333621463,94,0.3514245280798436,92,0.2745567682767723,1777,0.2983,Pancreatic,1.688,1.0,0.2719106395943739,0.3058252427184466,1717,0
IGF2R,76,0.3206925046951804,0.302521008149142,0.2657915546417839,0.3998221168099614,0.006743,115,37,LYS,P11717,4.584,1.0,0.0966877480278787,Non-essential,73.1,27.5,9.7,0.359785770715136,95,0.3580753484472252,76,0.480116620885589,906,0.3111,Glioblastoma,1.76,1.0,0.2570478315029943,0.47734627831715215,1293,0
OR52R1,99,0.3136821511082014,0.2605042014617612,0.0692139807053613,0.6290542543729617,0.010609,13,9,LYS,Q8NGF1,-9.966,0.0,,No data,85.3,6.0,3.5,0.3597435292811971,96,0.3632042283164652,64,0.0465299519268336,2290,0.0362,Prostate,5.931,0.006,0.0503515098347549,0.10477346278317157,2214,0
ANO1,86,0.3177117768728038,0.3193277308240944,0.2038589277241815,0.4294100207530388,0.007242,54,23,LYS,Q5XXA6,3.448,0.889,-0.0725232594784543,Non-essential,76.6,25.8,14.6,0.3592819429077381,97,0.3544748892939471,84,0.654163772373749,335,0.9206,Pancreatic,5.042,1.0,0.6292097538896398,0.8547734627831716,360,0
TMEM37,136,0.3012107277290616,0.3613445375114751,0.0151573620117033,0.5070856804032019,0.008552,6,3,LYS,Q8WXS4,2.825,0.94,0.0999074653500664,Non-essential,87.4,13.2,7.4,0.3588313487327426,98,0.3445892168333277,106,0.3781617809694705,1376,0.6998,Glioblastoma,4.035,0.981,0.5190960116831023,0.5631067961165048,1081,0
IL2RG,54,0.3286775443556077,0.453781512223713,0.0042764510517159,0.4862733471686925,0.008201,10,4,LYS,P31785,3.899,0.958,0.0716864206472045,Non-essential,75.5,38.8,23.8,0.3576609788334017,99,0.3428748013859874,112,0.792529574136229,82,1.1075,Pancreatic,6.373,0.983,0.8000244383915432,0.9712783171521036,72,0
PAM,53,0.3300031241146537,0.2352941174493327,0.2441562549422742,0.5421286688407945,0.009143,24,29,LYS,P19021,6.236,1.0,0.0342517313618314,Non-essential,71.7,36.7,31.7,0.3572241720530336,100,0.3544319848001473,85,0.6912679167659479,244,0.4746,Cholangiocarcinoma,2.685,1.0,0.6816237501697169,0.9029126213592233,241,0
MEP1A,126,0.3038367662368282,0.302521008149142,0.1421287363593231,0.4672991402312481,0.007881,27,16,LYS,Q16819,-5.012,0.092,0.0523209413906479,Non-essential,84.5,16.2,12.1,0.3570393219998425,101,0.3491457588178086,96,0.5918140839307484,503,1.411,Stomach,6.388,0.494,0.569815890575941,0.7900485436893204,520,0
NOX4,154,0.2965791379859994,0.352941176173999,0.1545342400759133,0.3634746516454195,0.00613,35,22,LYS,Q9NPH5,1.293,0.742,-0.00758756394072,Non-essential,87.0,11.1,7.8,0.3569316345912329,102,0.3496583465950285,94,0.551839597692809,621,0.9247,Pancreatic,5.342,0.932,0.6372808777728349,0.8033980582524272,487,0
CHRNA5,125,0.3042193594060108,0.403361344198856,0.0216985608097422,0.4545508449451526,0.007666,26,3,LYS,P30532,1.158,0.675,-0.0580296617036663,Non-essential,81.2,18.4,13.2,0.3568388219083233,103,0.3429237499488103,111,0.5328314256142265,692,0.8153,Pheochromocytoma,4.491,0.994,0.633365947019834,0.787621359223301,526,0
TMEM63C,75,0.3210681956515177,0.3109243694866181,0.1339300964731931,0.5217313963830418,0.008799,44,14,LYS,Q9P1W3,-0.134,0.485,0.0103915688091007,Non-essential,74.3,31.9,18.6,0.355838902534375,104,0.3475354073580347,101,0.6641705005798396,308,0.7762,Pheochromocytoma,3.661,0.994,0.5623788151654646,0.8268608414239482,429,0
SLCO6A1,88,0.317000595636971,0.2605042014617612,0.1542748695239601,0.5550548473169284,0.009361,39,25,LYS,Q86UG4,-9.966,0.023,0.032372454683551,Non-essential,76.7,28.4,20.9,0.3551088997218385,105,0.3478226431980366,100,0.706526163352953,211,2.7691,Thymoma,9.627,0.407,0.3596731165800413,0.7087378640776699,721,0
SLAMF7,97,0.3139565005263027,0.5126050415860463,0.0061553060256207,0.3568929736139934,0.006019,6,2,LYS,Q9NQ25,1.832,0.76,-0.0102307540814108,Non-essential,78.2,30.4,17.3,0.3547738344650197,106,0.3400815997663007,121,0.6371889903272808,378,1.3571,Testicular,7.513,0.973,0.4673870660294186,0.7508090614886731,617,0
DUOX1,150,0.2978109738810089,0.2689075627992374,0.1705962359639411,0.4635635932404388,0.007818,76,21,LYS,Q9NRD9,1.368,0.725,-0.0249761163823576,Non-essential,85.6,13.3,7.9,0.3543576042808281,107,0.3478874160790251,99,0.4961735830981699,838,0.5653,Head&Neck,3.204,0.998,0.4592868751896425,0.6440129449838188,881,0
CD2,73,0.3227709745227219,0.4873949575736176,0.001910485529021,0.424132819448562,0.007153,8,4,LYS,P06729,2.404,0.84,0.0209231095935414,Non-essential,77.7,37.9,17.9,0.3541990613951619,108,0.3392945856716129,123,0.6648312793380348,307,1.1996,Thymoma,6.46,1.0,0.555613537216049,0.8224110032362459,440,0
PTGFRN,152,0.2973850112898037,0.3697478988489514,0.0280816068321999,0.4702045656685442,0.00793,22,7,LYS,Q9P2B2,5.035,0.997,-0.0437530247844814,Non-essential,84.1,15.0,3.4,0.353983307722319,109,0.340387388063929,120,0.6495468785983795,340,0.9836,Sarcoma,5.477,1.0,0.665256366253613,0.872168284789644,317,0
CCR1,149,0.298608942442827,0.3865546215239037,0.0203068163846275,0.4596501630595908,0.007752,18,6,LYS,P32246,1.656,0.822,0.0611141953520057,Non-essential,83.2,16.9,11.8,0.3533833623944208,110,0.3393987032136522,122,0.4951831973522131,842,0.7932,Testicular,4.572,0.966,0.6150035129620066,0.7419093851132685,639,0
PTPRC,102,0.3129809070396545,0.3277310921615705,0.1573177289261426,0.4489771716572783,0.007572,45,24,LYS,P08575,2.734,0.906,-0.1094829791827375,Non-essential,76.0,28.0,24.9,0.3532796074024049,111,0.346145493848712,103,0.6484036213670241,345,0.6162,Kidney Clear Cell,3.514,0.992,0.7114949058453636,0.8964401294498382,257,1
ABCA2,72,0.32301188529931,0.2436974787868088,0.3093215245927566,0.4424547880225318,0.007462,125,45,LYS,Q9BZC7,4.526,0.999,0.0098276950230525,Non-essential,70.8,35.2,16.3,0.3530381957292051,112,0.353504271958843,88,0.7817304660048627,94,0.4307,Pheochromocytoma,2.436,1.0,0.6819665751499852,0.9292071197411003,176,0
SLC6A11,159,0.2957224621948606,0.3277310921615705,0.0994338130634192,0.4493329380373554,0.007578,20,18,LYS,P48066,-3.171,0.321,0.045910703832038,Non-essential,86.6,13.9,11.4,0.3529975700317433,113,0.3429692606849143,110,0.443010609851585,1071,1.3767,Head&Neck,6.246,0.731,0.5443672585491816,0.6533171521035599,858,0
CLDN7,156,0.2963472804534642,0.6554621843231411,0.0045358216036691,0.1093388674770234,0.001844,5,4,LYS,O95471,6.468,0.93,-0.1334736815878591,Non-essential,82.6,19.9,10.9,0.3529804367832725,114,0.338207227863456,127,0.9074817584333164,5,1.1812,Cervical,6.682,1.0,0.9268526730057622,1.0,1,0
P2RY13,127,0.3037081687559489,0.3361344534990467,0.0829479677368337,0.4812333234509338,0.008116,15,23,LYS,Q9BPV8,0.19,0.545,0.0649774786639681,Non-essential,83.1,20.9,11.6,0.3527923815216082,115,0.3419397799084499,115,0.5396122574483373,663,1.0449,AML,6.49,0.867,0.6378111704661517,0.794093851132686,510,0
TECTA,118,0.3065414074234098,0.252100840124285,0.1350624703463545,0.550607767565965,0.009286,112,16,LYS,O75443,-2.548,0.058,0.1382054441176909,Non-essential,77.4,21.9,8.7,0.3527528535215796,116,0.3445059770388973,107,0.3489583486388435,1513,0.1467,Pheochromocytoma,1.199,0.67,0.3099158937473353,0.39441747572815533,1498,0
ADAM8,89,0.3163105393886067,0.3277310921615705,0.1448173335442037,0.4725763415357248,0.00797,45,28,LYS,P78325,2.446,0.927,0.1774288891962998,Non-essential,73.7,32.3,23.7,0.3517543010265318,117,0.3439951677037419,109,0.6924011966808127,242,0.6231,Pancreatic,3.565,0.989,0.5937235620807069,0.854368932038835,361,0
TMPRSS13,79,0.3191429386932858,0.4705882348986654,0.0267531235173177,0.4096056922620812,0.006908,22,6,LYS,Q9BYE2,0.888,0.573,-0.037527816455507,Non-essential,73.6,37.2,30.7,0.3515955861593826,118,0.3379332423352484,128,0.6182218316652341,431,1.1141,Head&Neck,5.693,0.979,0.5971689757362614,0.8216019417475728,442,0
ROS1,94,0.3156295109438388,0.2605042014617612,0.2421445516368812,0.4626148828935665,0.007802,94,45,LYS,P08922,-6.506,0.127,0.1070548439228934,Non-essential,72.2,31.2,14.4,0.3511663291442284,119,0.3482735567260724,98,0.4725834616753869,934,0.8757,Esophageal,7.5,0.202,0.3097439043149297,0.5109223300970873,1210,0
SLC12A5,139,0.3006552934403873,0.4201680668738084,0.0561315831092835,0.3858286391935961,0.006507,61,9,LYS,Q9H2X9,1.872,0.855,0.0147494704648359,Non-essential,78.5,21.9,16.5,0.3506488789815528,120,0.338455458137017,126,0.7202949379967827,181,0.8853,Ovarian,5.032,0.995,0.6735733607456031,0.9101941747572816,223,0
CD5,83,0.3182823008381841,0.3697478988489514,0.0142527281353787,0.5536910761932997,0.009338,15,3,LYS,P06127,0.264,0.552,-0.171085619747456,Non-essential,73.4,35.8,23.2,0.3505977156793026,121,0.3363103520860715,136,0.4906433897175003,867,0.944,Thymoma,5.17,0.966,0.569981231958354,0.712378640776699,712,0
NPC1,187,0.2888883150912125,0.252100840124285,0.27378775897517,0.353038837829825,0.005954,52,37,LYS,O15118,4.525,1.0,-0.0436259575767193,Non-essential,85.1,9.5,3.5,0.3504419432447485,122,0.349131331193507,97,0.4313684761431004,1120,0.3277,Pancreatic,1.854,1.0,0.3282554851687038,0.48341423948220064,1278,0
SLC9A2,58,0.3273507516859484,0.3613445375114751,0.1492519373715009,0.4601245182330269,0.00776,39,13,LYS,Q9UBY0,-1.43,0.338,-0.0038213780539391,Non-essential,66.2,44.1,32.6,0.3497147020301482,123,0.3421772988987233,114,0.6394322574258311,369,1.0945,Esophageal,6.798,0.624,0.5424168817183062,0.7989482200647249,498,0
LAMP2,162,0.2948064636339006,0.3613445375114751,0.022508303020718,0.4783871924103172,0.008068,8,10,LYS,P13473,6.508,1.0,0.2209144320549739,Non-essential,83.2,17.1,12.0,0.3495944619867751,124,0.335719877137811,140,0.6245148556100628,417,0.3583,Cholangiocarcinoma,2.027,1.0,0.7171684057693993,0.8798543689320388,298,0
SLC2A2,177,0.2911543538003245,0.2605042014617612,0.1571216194844219,0.4660539579009783,0.00786,19,14,LYS,P11168,-9.966,0.128,0.0015147909270762,Non-essential,86.6,12.4,9.2,0.3495703648579665,125,0.3424264458321875,113,0.4371753300769743,1102,0.5753,Kidney Clear Cell,1.602,0.88,0.5316981833242377,0.6338996763754046,906,0
SLC16A1,153,0.2968918123531855,0.352941176173999,0.1374916969792819,0.3815594426326711,0.006435,8,12,LYS,P53985,4.134,0.977,-0.1959170271807759,Non-essential,83.1,19.6,16.2,0.3486921965638879,126,0.340566781412852,119,0.6559678939814743,331,0.7017,Pancreatic,3.992,0.994,0.8724638241796132,0.938915857605178,152,0
ADAM28,117,0.3075287183398086,0.3277310921615705,0.1653518899256682,0.4227690483249333,0.00713,30,29,LYS,Q9UKQ2,1.975,0.833,0.1182256883302997,Non-essential,75.6,28.5,19.4,0.3482361168192001,127,0.3415037113154834,117,0.7123638488718435,200,1.455,AML,8.101,1.0,0.698140645553319,0.9162621359223301,208,0
PROKR2,129,0.303286681113834,0.2605042014617612,0.1750308397912383,0.4885858286391936,0.00824,18,23,LYS,Q8NFJ6,-9.966,0.011,-0.0539138036627119,Non-essential,78.3,24.0,18.5,0.3480806376192244,128,0.3418321796087863,116,0.2645907669870791,1809,0.0471,Thymoma,3.926,0.017,0.1676506814478281,0.23705501618122982,1887,0
PTPRK,178,0.2910465085569165,0.3361344534990467,0.0875850071168749,0.434390750074118,0.007326,60,14,LYS,Q15262,4.092,0.989,0.1201608271651917,Non-essential,82.3,15.1,10.8,0.3480409980224146,129,0.3374202483782583,129,0.4301265396363129,1126,0.4034,Esophageal,2.21,1.0,0.2782622741264705,0.44457928802589,1374,0
UGT8,225,0.2823278914543497,0.4117647055363322,0.1192598450102799,0.2728135191224429,0.004601,22,17,LYS,Q16880,0.919,0.577,0.0207467216710361,Non-essential,89.8,9.4,5.0,0.347735987970897,130,0.338698980221411,125,0.6175651554748934,433,0.9709,Esophageal,5.347,0.871,0.6093579789478841,0.8260517799352751,431,0
SLC12A8,77,0.319434528428929,0.4873949575736176,0.0372165111497706,0.3777053068485028,0.00637,35,10,LYS,A0AV02,3.007,0.907,-0.058899170716189,Non-essential,69.1,41.6,28.2,0.3477186896503345,131,0.334579515207823,144,0.656044081957191,330,0.8851,Mesothelioma,4.985,0.989,0.7071937769079332,0.8972491909385113,255,0
ITGB8,130,0.3027945206854736,0.352941176173999,0.0585608097422109,0.4801660243107025,0.008098,25,12,LYS,P26012,2.454,0.813,0.008708991721945,Non-essential,76.7,25.9,18.3,0.347311120174128,132,0.3352391606612385,143,0.7000459241398002,223,0.9758,Cholangiocarcinoma,5.633,0.917,0.8742129365292912,0.9575242718446602,106,0
OR13J1,167,0.2936751800076789,0.2605042014617612,0.0823343349675786,0.5492439964423361,0.009263,17,17,LYS,Q8NGT2,-5.574,0.001,-0.0286693023466513,Non-essential,82.4,17.0,2.9,0.3470710533640951,133,0.336187770112474,138,0.1188877162522776,2114,0.0,AML,0.0,0.0,0.1240341660931105,0.1711165048543689,2050,0
SEZ6L2,122,0.3058381985383353,0.5882352936233318,0.0817523327534398,0.1533946042099021,0.002587,27,8,LYS,Q6UXD5,4.42,0.939,0.0118847830825789,Non-essential,71.9,33.0,24.5,0.3466690870090016,134,0.3357567036466736,139,0.8958813485040984,7,1.4622,Cholangiocarcinoma,8.374,0.972,0.8780399954985264,0.9959546925566343,11,0
RHBDL2,195,0.2876364197175672,0.3865546215239037,0.0424924877431599,0.4008894159501927,0.006761,15,9,LYS,Q9NX52,1.164,0.718,0.0317708025950013,Non-essential,85.8,14.9,0.0,0.3462395934567044,135,0.3333642178438624,147,0.4828218599915366,892,0.9612,Pancreatic,5.52,0.938,0.508337697377297,0.665453074433657,828,0
OLR1,218,0.2835743500160725,0.50420168024857,0.0044346038272971,0.2685443225615179,0.004529,9,4,LYS,P78380,1.816,0.751,0.0571854068016431,Non-essential,87.4,13.6,11.7,0.3461153196842033,136,0.3313370498755681,157,0.5529744605067118,616,1.0021,Mesothelioma,5.128,0.977,0.52559707311127,0.7370550161812297,651,0
ANO9,188,0.2886870789130163,0.4201680668738084,0.1143697611893088,0.2876964126890008,0.004852,41,9,LYS,A1A5B4,2.772,0.821,0.0760115501148591,Non-essential,80.2,16.6,9.3,0.3459753668754103,137,0.3366938549348758,135,0.8486546683641579,33,0.7188,Cholangiocarcinoma,4.182,0.972,0.7919166041743411,0.9773462783171522,57,0
GJB6,171,0.2925069799081204,0.302521008149142,0.1086319784912225,0.4630299436703231,0.007809,7,15,LYS,O95452,-2.114,0.35,-0.0861271549969259,Non-essential,82.2,18.0,9.6,0.3457978333925861,138,0.3362294323171472,137,0.8593059292313631,26,2.6371,Head&Neck,10.458,0.977,0.900174824448023,0.9955501618122977,12,0
SCARB2,276,0.2764660273408608,0.3109243694866181,0.1343223153566345,0.3726652831307441,0.006285,14,18,LYS,Q14108,6.02,1.0,-0.0377594491415317,Non-essential,92.7,5.0,1.7,0.345570428942161,139,0.3372865447099927,130,0.4391057782206642,1087,0.3439,AML,1.945,1.0,0.3704234401495158,0.5186084142394822,1191,0
SLC2A9,200,0.287025190522699,0.302521008149142,0.1319247192788233,0.4214645715979839,0.007108,19,16,LYS,Q9NRM0,2.0,0.929,0.1207094942305736,Non-essential,82.7,14.1,12.0,0.3451296755714015,140,0.3367259115353427,134,0.3799194106293758,1371,0.6695,AML,3.923,0.965,0.3746681373699649,0.4607605177993528,1334,0
ERBB3,116,0.3079914989022281,0.453781512223713,0.1041341135536928,0.3174621998221168,0.005354,47,11,LYS,P21860,5.467,0.939,-0.1603036054361787,Non-essential,72.5,34.1,29.7,0.345122607622252,141,0.3353293132999366,142,0.7886283252720029,85,0.7394,Uterine,4.14,0.994,0.7882790671168928,0.968042071197411,80,1
LCT,196,0.2872614953898204,0.2605042014617612,0.1379788075280721,0.4722205751556478,0.007964,94,25,LYS,P09848,-6.506,0.014,-0.073743186833031,Non-essential,86.2,13.8,6.4,0.3449263161825464,142,0.33682525655895,133,0.2090221171749837,1958,0.6542,AML,5.601,0.202,0.0621434673845993,0.17233009708737868,2047,0
HM13,184,0.2896086756056847,0.3697478988489514,0.0318076862248932,0.4405573673287873,0.00743,15,4,LYS,Q8TCT9,7.385,1.0,-0.1026444320067095,Non-essential,82.4,17.8,12.5,0.3447030279855531,143,0.3312934122967977,158,0.7369565269956019,161,0.5316,Sarcoma,3.007,1.0,0.8342103957456098,0.962378640776699,94,0
ADCY3,141,0.3005444937294651,0.1932773107619518,0.2964984975486319,0.4476134005336495,0.007549,50,38,LYS,O60266,4.5,0.995,-0.1680375418481027,Non-essential,76.4,24.4,17.6,0.3442750332872535,144,0.3440999581646851,108,0.6485456125042325,343,0.4413,Cholangiocarcinoma,2.496,1.0,0.7491828778859454,0.9093851132686084,225,0
